w1,w2,w3,a1,a2,a3,p_prom,p_no_prom,size_prom,size_no_prom,best_action,value,q_value_prom,q_value_no_prom,q_value_diff
0,0,0,0,0,0,0.109,0.100,49.701,36.574,1,1474.060,1474.060,1471.278,2.782
0,0,0,0,0,1,0.076,0.075,35.718,32.539,1,1483.414,1483.414,1479.645,3.768
0,0,0,0,1,0,0.279,0.250,29.421,29.716,1,1483.755,1483.755,1480.834,2.921
0,0,0,0,1,1,0.235,0.200,23.727,22.144,1,1495.394,1495.394,1487.975,7.419
0,0,0,1,0,0,0.282,0.300,27.874,19.717,1,1477.856,1477.856,1475.397,2.459
0,0,0,1,0,1,0.238,0.225,38.157,35.858,1,1489.667,1489.667,1487.010,2.657
0,0,0,1,1,0,0.425,0.400,25.850,26.113,1,1487.836,1487.836,1485.613,2.223
0,0,0,1,1,1,0.504,0.450,25.444,19.414,1,1503.662,1503.662,1496.219,7.443
0,0,1,0,0,0,0.086,0.075,45.212,42.627,1,1497.314,1497.314,1485.938,11.376
0,0,1,0,0,1,0.058,0.050,38.316,38.591,1,1505.013,1505.013,1493.656,11.357
0,0,1,0,1,0,0.256,0.225,44.326,35.768,1,1510.302,1510.302,1500.420,9.882
0,0,1,0,1,1,0.184,0.175,30.370,28.196,1,1509.616,1509.616,1502.633,6.983
0,0,1,1,0,0,0.249,0.275,32.767,25.769,1,1502.545,1502.545,1491.180,11.365
0,0,1,1,0,1,0.212,0.200,38.051,41.910,1,1511.560,1511.560,1500.156,11.403
0,0,1,1,1,0,0.448,0.375,39.562,32.166,1,1518.511,1518.511,1505.436,13.075
0,0,1,1,1,1,0.494,0.425,33.392,25.466,1,1522.327,1522.327,1510.134,12.194
0,1,0,0,0,0,0.256,0.250,43.985,48.660,0,1489.682,1487.119,1489.682,-2.563
0,1,0,0,0,1,0.255,0.225,41.673,44.625,0,1496.478,1492.335,1496.478,-4.144
0,1,0,0,1,0,0.459,0.400,39.962,41.802,1,1499.207,1499.207,1494.251,4.956
0,1,0,0,1,1,0.404,0.350,34.769,34.230,0,1499.527,1499.205,1499.527,-0.322
0,1,0,1,0,0,0.487,0.450,43.884,31.803,1,1498.360,1498.360,1493.108,5.252
0,1,0,1,0,1,0.355,0.375,46.275,47.944,0,1505.076,1498.208,1505.076,-6.868
0,1,0,1,1,0,0.545,0.550,39.952,38.200,1,1504.091,1504.091,1500.759,3.332
0,1,0,1,1,1,0.613,0.600,40.515,31.500,1,1510.571,1510.571,1509.939,0.632
0,1,1,0,0,0,0.213,0.200,34.686,35.493,1,1522.520,1522.520,1490.446,32.073
0,1,1,0,0,1,0.197,0.175,33.040,31.457,1,1528.452,1528.452,1492.379,36.073
0,1,1,0,1,0,0.339,0.350,29.832,28.634,1,1532.164,1532.164,1495.383,36.782
