w1,w2,w3,a1,a2,a3,p_prom,p_no_prom,size_prom,size_no_prom,best_action,value,q_value_prom,q_value_no_prom,q_value_diff
0,0,0,0,0,0,0.109,0.100,49.701,36.574,1,3474.060,3474.060,3461.278,12.782
0,0,0,0,0,1,0.076,0.075,35.718,32.539,1,3483.414,3483.414,3469.645,13.768
0,0,0,0,1,0,0.279,0.250,29.421,29.716,1,3483.755,3483.755,3470.834,12.921
0,0,0,0,1,1,0.235,0.200,23.727,22.144,1,3495.394,3495.394,3477.975,17.419
0,0,0,1,0,0,0.282,0.300,27.874,19.717,1,3477.856,3477.856,3465.397,12.459
0,0,0,1,0,1,0.238,0.225,38.157,35.858,1,3489.667,3489.667,3477.010,12.657
0,0,0,1,1,0,0.425,0.400,25.850,26.113,1,3487.836,3487.836,3475.613,12.223
0,0,0,1,1,1,0.504,0.450,25.444,19.414,1,3503.662,3503.662,3486.219,17.443
0,0,1,0,0,0,0.086,0.075,45.212,42.627,1,3497.314,3497.314,3473.270,24.044
0,0,1,0,0,1,0.058,0.050,38.316,38.591,1,3505.013,3505.013,3483.640,21.373
0,0,1,0,1,0,0.256,0.225,44.326,35.768,1,3510.302,3510.302,3488.882,21.420
0,0,1,0,1,1,0.184,0.175,30.370,28.196,1,3509.616,3509.616,3492.633,16.983
0,0,1,1,0,0,0.249,0.275,32.767,25.769,1,3502.545,3502.545,3478.197,24.348
0,0,1,1,0,1,0.212,0.200,38.051,41.910,1,3511.560,3511.560,3490.092,21.467
0,0,1,1,1,0,0.448,0.375,39.562,32.166,1,3518.511,3518.511,3492.874,25.637
0,0,1,1,1,1,0.494,0.425,33.392,25.466,1,3522.327,3522.327,3500.134,22.194
0,1,0,0,0,0,0.256,0.250,43.985,48.660,1,3487.119,3487.119,3479.682,7.437
0,1,0,0,0,1,0.255,0.225,41.673,44.625,1,3492.335,3492.335,3486.478,5.856
0,1,0,0,1,0,0.459,0.400,39.962,41.802,1,3499.207,3499.207,3483.001,16.206
0,1,0,0,1,1,0.404,0.350,34.769,34.230,1,3499.205,3499.205,3489.527,9.678
0,1,0,1,0,0,0.487,0.450,43.884,31.803,1,3498.360,3498.360,3483.108,15.252
0,1,0,1,0,1,0.355,0.375,46.275,47.944,1,3498.208,3498.208,3495.076,3.132
0,1,0,1,1,0,0.545,0.550,39.952,38.200,1,3504.091,3504.091,3489.039,15.051
0,1,0,1,1,1,0.613,0.600,40.515,31.500,1,3510.571,3510.571,3499.939,10.632
0,1,1,0,0,0,0.213,0.200,34.686,35.493,1,3522.520,3522.520,3479.583,42.936
0,1,1,0,0,1,0.197,0.175,33.040,31.457,1,3528.452,3528.452,3482.166,46.286
0,1,1,0,1,0,0.339,0.350,29.832,28.634,1,3532.164,3532.164,3483.670,48.494
0,1,1,0,1,1,0.278,0.300,26.250,21.062,1,3536.876,3536.876,3491.640,45.236
0,1,1,1,0,0,0.403,0.400,23.731,18.635,1,3526.133,3526.133,3480.313,45.820
0,1,1,1,0,1,0.313,0.325,47.022,34.776,1,3535.703,3535.703,3488.084,47.619
0,1,1,1,1,0,0.499,0.500,24.336,25.032,1,3532.645,3532.645,3487.457,45.189
0,1,1,1,1,1,0.549,0.550,24.655,18.332,1,3538.419,3538.419,3493.012,45.407
1,0,0,0,0,0,0.337,0.300,38.305,30.400,1,3483.333,3483.333,3468.602,14.731
1,0,0,0,0,1,0.255,0.275,35.973,26.365,1,3489.765,3489.765,3476.771,12.994
1,0,0,0,1,0,0.473,0.450,33.072,23.541,1,3492.913,3492.913,3476.349,16.564
1,0,0,0,1,1,0.378,0.400,18.447,15.969,1,3497.333,3497.333,3483.084,14.249
1,0,0,1,0,0,0.479,0.500,15.662,13.542,1,3479.009,3479.009,3468.115,10.895
1,0,0,1,0,1,0.388,0.425,26.401,29.684,1,3490.732,3490.732,3483.874,6.858
1,0,0,1,1,0,0.635,0.600,17.901,19.939,1,3490.107,3490.107,3479.481,10.626
1,0,0,1,1,1,0.674,0.650,18.801,13.239,1,3504.148,3504.148,3489.238,14.910
1,0,1,0,0,0,0.244,0.225,40.122,31.442,1,3504.160,3504.160,3477.926,26.234
1,0,1,0,0,1,0.194,0.200,28.765,27.406,1,3508.999,3508.999,3487.192,21.807
1,0,1,0,1,0,0.440,0.375,23.590,24.583,1,3511.057,3511.057,3490.030,21.027
1,0,1,0,1,1,0.345,0.325,20.101,17.011,1,3511.889,3511.889,3494.194,17.695
1,0,1,1,0,0,0.430,0.425,16.415,14.584,1,3502.493,3502.493,3478.087,24.406
1,0,1,1,0,1,0.397,0.350,38.761,30.725,1,3519.734,3519.734,3492.464,27.270
1,0,1,1,1,0,0.548,0.525,21.708,20.981,1,3513.612,3513.612,3491.804,21.808
1,0,1,1,1,1,0.581,0.575,17.260,14.281,1,3516.354,3516.354,3498.489,17.865
1,1,0,0,0,0,0.437,0.400,29.314,27.183,1,3489.558,3489.558,3479.350,10.208
1,1,0,0,0,1,0.385,0.375,24.974,23.148,1,3491.439,3491.439,3485.778,5.662
1,1,0,0,1,0,0.529,0.550,22.543,20.324,1,3493.991,3493.991,3479.208,14.783
1,1,0,0,1,1,0.502,0.500,18.708,12.752,1,3494.796,3494.796,3486.018,8.778
1,1,0,1,0,0,0.648,0.600,15.923,10.325,1,3488.072,3488.072,3475.952,12.120
1,1,0,1,0,1,0.618,0.525,23.831,26.466,1,3496.734,3496.734,3491.652,5.082
1,1,0,1,1,0,0.793,0.700,24.156,16.722,1,3505.720,3505.720,3481.485,24.235
1,1,0,1,1,1,0.753,0.750,13.298,10.022,1,3496.104,3496.104,3490.651,5.453
1,1,1,0,0,0,0.525,0.450,49.029,53.477,1,3543.228,3543.228,3497.017,46.211
1,1,1,0,0,1,0.502,0.425,62.495,49.442,1,3550.822,3550.822,3497.875,52.948
1,1,1,0,1,0,0.710,0.600,49.151,46.619,1,3553.336,3553.336,3503.774,49.562
1,1,1,0,1,1,0.550,0.550,36.767,39.047,1,3545.088,3545.088,3504.405,40.683
1,1,1,1,0,0,0.756,0.650,47.477,36.620,1,3555.120,3555.120,3497.130,57.990
1,1,1,1,0,1,0.541,0.575,48.539,52.761,1,3545.369,3545.369,3507.319,38.050
1,1,1,1,1,0,0.892,0.750,53.265,43.017,1,3564.212,3564.212,3509.358,54.854
1,1,1,1,1,1,0.814,0.800,32.577,36.317,1,3546.807,3546.807,3509.591,37.216
