w1,w2,w3,a1,a2,a3,p_prom,p_no_prom,size_prom,size_no_prom,best_action,value,q_value_prom,q_value_no_prom,q_value_diff
0,0,0,0,0,0,0.109,0.100,49.701,36.574,0,887.029,879.016,887.029,-8.013
0,0,0,0,0,1,0.076,0.075,35.718,32.539,0,894.845,886.250,894.845,-8.596
0,0,0,0,1,0,0.279,0.250,29.421,29.716,0,896.437,888.248,896.437,-8.189
0,0,0,0,1,1,0.235,0.200,23.727,22.144,0,902.473,896.180,902.473,-6.293
0,0,0,1,0,0,0.282,0.300,27.874,19.717,0,890.842,882.532,890.842,-8.310
0,0,0,1,0,1,0.238,0.225,38.157,35.858,0,901.374,893.569,901.374,-7.805
0,0,0,1,1,0,0.425,0.400,25.850,26.113,0,901.025,892.202,901.025,-8.823
0,0,0,1,1,1,0.504,0.450,25.444,19.414,0,908.686,905.347,908.686,-3.339
0,0,1,0,0,0,0.086,0.075,45.212,42.627,0,902.470,897.314,902.470,-5.156
0,0,1,0,0,1,0.058,0.050,38.316,38.591,0,908.550,905.013,908.550,-3.537
0,0,1,0,1,0,0.256,0.225,44.326,35.768,0,912.649,910.302,912.649,-2.347
0,0,1,0,1,1,0.184,0.175,30.370,28.196,0,918.584,909.616,918.584,-8.968
0,0,1,1,0,0,0.249,0.275,32.767,25.769,0,907.304,902.545,907.304,-4.759
0,0,1,1,0,1,0.212,0.200,38.051,41.910,0,915.445,911.560,915.445,-3.885
0,0,1,1,1,0,0.448,0.375,39.562,32.166,1,918.511,918.511,918.129,0.382
0,0,1,1,1,1,0.494,0.425,33.392,25.466,0,925.686,922.327,925.686,-3.359
0,1,0,0,0,0,0.256,0.250,43.985,48.660,0,903.436,890.166,903.436,-13.270
0,1,0,0,0,1,0.255,0.225,41.673,44.625,0,908.183,897.502,908.183,-10.681
0,1,0,0,1,0,0.459,0.400,39.962,41.802,0,911.028,901.699,911.028,-9.329
0,1,0,0,1,1,0.404,0.350,34.769,34.230,0,913.991,905.126,913.991,-8.865
0,1,0,1,0,0,0.487,0.450,43.884,31.803,0,906.937,901.556,906.937,-5.381
0,1,0,1,0,1,0.355,0.375,46.275,47.944,0,916.757,903.752,916.757,-13.005
0,1,0,1,1,0,0.545,0.550,39.952,38.200,0,917.387,906.188,917.387,-11.199
0,1,0,1,1,1,0.613,0.600,40.515,31.500,0,922.264,917.015,922.264,-5.249
