w1,w2,w3,a1,a2,a3,p_prom,p_no_prom,size_prom,size_no_prom,best_action,value,q_value_prom,q_value_no_prom,q_value_diff
0,0,0,0,0,0,0.109,0.100,49.701,36.574,1,3074.060,3074.060,3063.278,10.782
0,0,0,0,0,1,0.076,0.075,35.718,32.539,1,3083.414,3083.414,3071.645,11.768
0,0,0,0,1,0,0.279,0.250,29.421,29.716,1,3083.755,3083.755,3072.834,10.921
0,0,0,0,1,1,0.235,0.200,23.727,22.144,1,3095.394,3095.394,3079.975,15.419
0,0,0,1,0,0,0.282,0.300,27.874,19.717,1,3077.856,3077.856,3067.397,10.459
0,0,0,1,0,1,0.238,0.225,38.157,35.858,1,3089.667,3089.667,3079.010,10.657
0,0,0,1,1,0,0.425,0.400,25.850,26.113,1,3087.836,3087.836,3077.613,10.223
0,0,0,1,1,1,0.504,0.450,25.444,19.414,1,3103.662,3103.662,3088.219,15.443
0,0,1,0,0,0,0.086,0.075,45.212,42.627,1,3097.314,3097.314,3075.270,22.044
0,0,1,0,0,1,0.058,0.050,38.316,38.591,1,3105.013,3105.013,3085.640,19.373
0,0,1,0,1,0,0.256,0.225,44.326,35.768,1,3110.302,3110.302,3090.882,19.420
0,0,1,0,1,1,0.184,0.175,30.370,28.196,1,3109.616,3109.616,3094.633,14.983
0,0,1,1,0,0,0.249,0.275,32.767,25.769,1,3102.545,3102.545,3080.197,22.348
0,0,1,1,0,1,0.212,0.200,38.051,41.910,1,3111.560,3111.560,3092.092,19.467
0,0,1,1,1,0,0.448,0.375,39.562,32.166,1,3118.511,3118.511,3094.874,23.637
0,0,1,1,1,1,0.494,0.425,33.392,25.466,1,3122.327,3122.327,3102.134,20.194
0,1,0,0,0,0,0.256,0.250,43.985,48.660,1,3087.119,3087.119,3081.682,5.437
0,1,0,0,0,1,0.255,0.225,41.673,44.625,1,3092.335,3092.335,3088.478,3.856
0,1,0,0,1,0,0.459,0.400,39.962,41.802,1,3099.207,3099.207,3085.001,14.206
0,1,0,0,1,1,0.404,0.350,34.769,34.230,1,3099.205,3099.205,3091.527,7.678
0,1,0,1,0,0,0.487,0.450,43.884,31.803,1,3098.360,3098.360,3085.108,13.252
0,1,0,1,0,1,0.355,0.375,46.275,47.944,1,3098.208,3098.208,3097.076,1.132
0,1,0,1,1,0,0.545,0.550,39.952,38.200,1,3104.091,3104.091,3091.039,13.051
0,1,0,1,1,1,0.613,0.600,40.515,31.500,1,3110.571,3110.571,3101.939,8.632
0,1,1,0,0,0,0.213,0.200,34.686,35.493,1,3122.520,3122.520,3081.583,40.936
0,1,1,0,0,1,0.197,0.175,33.040,31.457,1,3128.452,3128.452,3084.166,44.286
0,1,1,0,1,0,0.339,0.350,29.832,28.634,1,3132.164,3132.164,3085.670,46.494
0,1,1,0,1,1,0.278,0.300,26.250,21.062,1,3136.876,3136.876,3093.640,43.236
0,1,1,1,0,0,0.403,0.400,23.731,18.635,1,3126.133,3126.133,3082.313,43.820
0,1,1,1,0,1,0.313,0.325,47.022,34.776,1,3135.703,3135.703,3090.084,45.619
0,1,1,1,1,0,0.499,0.500,24.336,25.032,1,3132.645,3132.645,3089.457,43.189
0,1,1,1,1,1,0.549,0.550,24.655,18.332,1,3138.419,3138.419,3095.012,43.407
1,0,0,0,0,0,0.337,0.300,38.305,30.400,1,3083.333,3083.333,3070.602,12.731
1,0,0,0,0,1,0.255,0.275,35.973,26.365,1,3089.765,3089.765,3078.771,10.994
1,0,0,0,1,0,0.473,0.450,33.072,23.541,1,3092.913,3092.913,3078.349,14.564
1,0,0,0,1,1,0.378,0.400,18.447,15.969,1,3097.333,3097.333,3085.084,12.249
