w1,w2,w3,a1,a2,a3,p_prom,p_no_prom,size_prom,size_no_prom,best_action,value,q_value_prom,q_value_no_prom,q_value_diff
0,0,0,0,0,0,0.109,0.100,49.701,36.574,0,887.029,873.016,887.029,-14.013
0,0,0,0,0,1,0.076,0.075,35.718,32.539,0,894.845,880.250,894.845,-14.596
0,0,0,0,1,0,0.279,0.250,29.421,29.716,0,896.437,882.248,896.437,-14.189
0,0,0,0,1,1,0.235,0.200,23.727,22.144,0,902.473,889.890,902.473,-12.584
0,0,0,1,0,0,0.282,0.300,27.874,19.717,0,890.842,876.532,890.842,-14.310
0,0,0,1,0,1,0.238,0.225,38.157,35.858,0,901.374,887.569,901.374,-13.805
0,0,0,1,1,0,0.425,0.400,25.850,26.113,0,901.025,886.202,901.025,-14.823
0,0,0,1,1,1,0.504,0.450,25.444,19.414,0,908.686,899.159,908.686,-9.528
0,0,1,0,0,0,0.086,0.075,45.212,42.627,0,902.470,875.153,902.470,-27.317
0,0,1,0,0,1,0.058,0.050,38.316,38.591,0,908.550,876.978,908.550,-31.572
0,0,1,0,1,0,0.256,0.225,44.326,35.768,0,912.649,885.425,912.649,-27.223
0,0,1,0,1,1,0.184,0.175,30.370,28.196,0,918.584,885.176,918.584,-33.407
0,0,1,1,0,0,0.249,0.275,32.767,25.769,0,907.304,879.780,907.304,-27.524
0,0,1,1,0,1,0.212,0.200,38.051,41.910,0,915.445,883.438,915.445,-32.007
0,0,1,1,1,0,0.448,0.375,39.562,32.166,0,918.129,893.151,918.129,-24.978
0,0,1,1,1,1,0.494,0.425,33.392,25.466,0,925.686,897.142,925.686,-28.543
0,1,0,0,0,0,0.256,0.250,43.985,48.660,0,903.436,884.166,903.436,-19.270
0,1,0,0,0,1,0.255,0.225,41.673,44.625,0,908.183,891.502,908.183,-16.681
0,1,0,0,1,0,0.459,0.400,39.962,41.802,0,911.028,895.025,911.028,-16.003
0,1,0,0,1,1,0.404,0.350,34.769,34.230,0,913.991,899.126,913.991,-14.865
0,1,0,1,0,0,0.487,0.450,43.884,31.803,0,906.937,895.556,906.937,-11.381
0,1,0,1,0,1,0.355,0.375,46.275,47.944,0,916.757,897.752,916.757,-19.005
0,1,0,1,1,0,0.545,0.550,39.952,38.200,0,917.387,899.389,917.387,-17.998
0,1,0,1,1,1,0.613,0.600,40.515,31.500,0,922.264,911.015,922.264,-11.249
0,1,1,0,0,0,0.213,0.200,34.686,35.493,0,906.598,896.560,906.598,-10.039
0,1,1,0,0,1,0.197,0.175,33.040,31.457,0,908.809,901.521,908.809,-7.289
0,1,1,0,1,0,0.339,0.350,29.832,28.634,0,910.051,902.910,910.051,-7.141
0,1,1,0,1,1,0.278,0.300,26.250,21.062,1,914.197,914.197,912.380,1.817
0,1,1,1,0,0,0.403,0.400,23.731,18.635,0,907.809,898.872,907.809,-8.937
0,1,1,1,0,1,0.313,0.325,47.022,34.776,0,914.852,909.327,914.852,-5.524
0,1,1,1,1,0,0.499,0.500,24.336,25.032,0,914.556,906.354,914.556,-8.202
0,1,1,1,1,1,0.549,0.550,24.655,18.332,1,917.919,917.919,916.528,1.391
1,0,0,0,0,0,0.337,0.300,38.305,30.400,0,894.047,881.920,894.047,-12.127
1,0,0,0,0,1,0.255,0.275,35.973,26.365,0,900.856,887.783,900.856,-13.073
1,0,0,0,1,0,0.473,0.450,33.072,23.541,0,901.697,891.237,901.697,-10.460
1,0,0,0,1,1,0.378,0.400,18.447,15.969,0,905.957,892.361,905.957,-13.596
1,0,0,1,0,0,0.479,0.500,15.662,13.542,0,893.254,877.367,893.254,-15.886
1,0,0,1,0,1,0.388,0.425,26.401,29.684,0,907.123,889.624,907.123,-17.499
1,0,0,1,1,0,0.635,0.600,17.901,19.939,0,904.639,888.290,904.639,-16.349
1,0,0,1,1,1,0.674,0.650,18.801,13.239,0,910.080,900.277,910.080,-9.804
1,0,1,0,0,0,0.244,0.225,40.122,31.442,0,907.056,881.412,907.056,-25.643
1,0,1,0,0,1,0.194,0.200,28.765,27.406,0,912.544,880.887,912.544,-31.657
1,0,1,0,1,0,0.440,0.375,23.590,24.583,0,915.285,885.719,915.285,-29.566
1,0,1,0,1,1,0.345,0.325,20.101,17.011,0,919.906,887.063,919.906,-32.843
1,0,1,1,0,0,0.430,0.425,16.415,14.584,0,907.124,879.061,907.124,-28.064
1,0,1,1,0,1,0.397,0.350,38.761,30.725,0,918.259,891.508,918.259,-26.750
1,0,1,1,1,0,0.548,0.525,21.708,20.981,0,918.547,888.002,918.547,-30.545
1,0,1,1,1,1,0.581,0.575,17.260,14.281,0,923.802,890.961,923.802,-32.841
1,1,0,0,0,0,0.437,0.400,29.314,27.183,0,903.160,886.722,903.160,-16.438
1,1,0,0,0,1,0.385,0.375,24.974,23.148,0,907.458,891.098,907.458,-16.360
1,1,0,0,1,0,0.529,0.550,22.543,20.324,0,907.556,889.383,907.556,-18.172
1,1,0,0,1,1,0.502,0.500,18.708,12.752,0,909.199,894.961,909.199,-14.238
