w1,w2,w3,a1,a2,a3,p_prom,p_no_prom,size_prom,size_no_prom,best_action,value,q_value_prom,q_value_no_prom,q_value_diff
0,0,0,0,0,0,0.109,0.100,49.701,36.574,0,887.029,876.016,887.029,-11.013
0,0,0,0,0,1,0.076,0.075,35.718,32.539,0,894.845,883.250,894.845,-11.596
0,0,0,0,1,0,0.279,0.250,29.421,29.716,0,896.437,885.248,896.437,-11.189
0,0,0,0,1,1,0.235,0.200,23.727,22.144,0,902.473,892.890,902.473,-9.584
0,0,0,1,0,0,0.282,0.300,27.874,19.717,0,890.842,879.532,890.842,-11.310
0,0,0,1,0,1,0.238,0.225,38.157,35.858,0,901.374,890.569,901.374,-10.805
0,0,0,1,1,0,0.425,0.400,25.850,26.113,0,901.025,889.202,901.025,-11.823
0,0,0,1,1,1,0.504,0.450,25.444,19.414,0,908.686,902.159,908.686,-6.528
0,0,1,0,0,0,0.086,0.075,45.212,42.627,0,902.470,878.153,902.470,-24.317
0,0,1,0,0,1,0.058,0.050,38.316,38.591,0,908.550,881.088,908.550,-27.462
0,0,1,0,1,0,0.256,0.225,44.326,35.768,0,912.649,888.724,912.649,-23.925
0,0,1,0,1,1,0.184,0.175,30.370,28.196,0,918.584,889.037,918.584,-29.547
0,0,1,1,0,0,0.249,0.275,32.767,25.769,0,907.304,882.780,907.304,-24.524
0,0,1,1,0,1,0.212,0.200,38.051,41.910,0,915.445,888.298,915.445,-27.147
0,0,1,1,1,0,0.448,0.375,39.562,32.166,0,918.129,896.674,918.129,-21.455
0,0,1,1,1,1,0.494,0.425,33.392,25.466,0,925.686,902.459,925.686,-23.227
0,1,0,0,0,0,0.256,0.250,43.985,48.660,0,903.436,887.166,903.436,-16.270
0,1,0,0,0,1,0.255,0.225,41.673,44.625,0,908.183,894.502,908.183,-13.681
0,1,0,0,1,0,0.459,0.400,39.962,41.802,0,911.028,898.025,911.028,-13.003
0,1,0,0,1,1,0.404,0.350,34.769,34.230,0,913.991,902.126,913.991,-11.865
0,1,0,1,0,0,0.487,0.450,43.884,31.803,0,906.937,898.556,906.937,-8.381
0,1,0,1,0,1,0.355,0.375,46.275,47.944,0,916.757,900.752,916.757,-16.005
0,1,0,1,1,0,0.545,0.550,39.952,38.200,0,917.387,902.389,917.387,-14.998
0,1,0,1,1,1,0.613,0.600,40.515,31.500,0,922.264,914.015,922.264,-8.249
0,1,1,0,0,0,0.213,0.200,34.686,35.493,0,906.598,900.844,906.598,-5.754
0,1,1,0,0,1,0.197,0.175,33.040,31.457,0,908.809,908.608,908.809,-0.201
0,1,1,0,1,0,0.339,0.350,29.832,28.634,1,910.881,910.881,910.051,0.829
0,1,1,0,1,1,0.278,0.300,26.250,21.062,1,919.934,919.934,912.380,7.553
0,1,1,1,0,0,0.403,0.400,23.731,18.635,0,907.809,904.303,907.809,-3.506
0,1,1,1,0,1,0.313,0.325,47.022,34.776,1,916.023,916.023,914.852,1.171
0,1,1,1,1,0,0.499,0.500,24.336,25.032,0,914.556,913.121,914.556,-1.435
0,1,1,1,1,1,0.549,0.550,24.655,18.332,1,922.629,922.629,916.528,6.101
1,0,0,0,0,0,0.337,0.300,38.305,30.400,0,894.047,884.920,894.047,-9.127
1,0,0,0,0,1,0.255,0.275,35.973,26.365,0,900.856,890.783,900.856,-10.073
1,0,0,0,1,0,0.473,0.450,33.072,23.541,0,901.697,894.237,901.697,-7.460
1,0,0,0,1,1,0.378,0.400,18.447,15.969,0,905.957,895.361,905.957,-10.596
1,0,0,1,0,0,0.479,0.500,15.662,13.542,0,893.254,880.367,893.254,-12.886
1,0,0,1,0,1,0.388,0.425,26.401,29.684,0,907.123,892.624,907.123,-14.499
1,0,0,1,1,0,0.635,0.600,17.901,19.939,0,904.639,891.290,904.639,-13.349
1,0,0,1,1,1,0.674,0.650,18.801,13.239,0,910.080,903.277,910.080,-6.804
1,0,1,0,0,0,0.244,0.225,40.122,31.442,0,907.056,884.412,907.056,-22.643
1,0,1,0,0,1,0.194,0.200,28.765,27.406,0,912.544,885.660,912.544,-26.884
1,0,1,0,1,0,0.440,0.375,23.590,24.583,0,915.285,889.231,915.285,-26.054
1,0,1,0,1,1,0.345,0.325,20.101,17.011,0,919.906,891.678,919.906,-28.228
1,0,1,1,0,0,0.430,0.425,16.415,14.584,0,907.124,882.061,907.124,-25.064
1,0,1,1,0,1,0.397,0.350,38.761,30.725,0,918.259,897.270,918.259,-20.989
1,0,1,1,1,0,0.548,0.525,21.708,20.981,0,918.547,891.640,918.547,-26.907
1,0,1,1,1,1,0.581,0.575,17.260,14.281,0,923.802,896.685,923.802,-27.117
1,1,0,0,0,0,0.437,0.400,29.314,27.183,0,903.160,889.722,903.160,-13.438
1,1,0,0,0,1,0.385,0.375,24.974,23.148,0,907.458,894.098,907.458,-13.360
1,1,0,0,1,0,0.529,0.550,22.543,20.324,0,907.556,892.383,907.556,-15.172
1,1,0,0,1,1,0.502,0.500,18.708,12.752,0,909.199,897.961,909.199,-11.238
1,1,0,1,0,0,0.648,0.600,15.923,10.325,0,899.837,888.372,899.837,-11.465
1,1,0,1,0,1,0.618,0.525,23.831,26.466,0,913.309,900.269,913.309,-13.039
1,1,0,1,1,0,0.793,0.700,24.156,16.722,0,910.153,902.513,910.153,-7.640
1,1,0,1,1,1,0.753,0.750,13.298,10.022,0,911.693,899.896,911.693,-11.797
1,1,1,0,0,0,0.525,0.450,49.029,53.477,0,924.634,921.299,924.634,-3.334
1,1,1,0,0,1,0.502,0.425,62.495,49.442,1,931.410,931.410,924.726,6.684
1,1,1,0,1,0,0.710,0.600,49.151,46.619,1,936.127,936.127,931.352,4.775
1,1,1,0,1,1,0.550,0.550,36.767,39.047,1,929.301,929.301,927.921,1.381
1,1,1,1,0,0,0.756,0.650,47.477,36.620,1,933.003,933.003,925.227,7.776
1,1,1,1,0,1,0.541,0.575,48.539,52.761,0,934.296,926.011,934.296,-8.284
1,1,1,1,1,0,0.892,0.750,53.265,43.017,1,949.009,949.009,937.654,11.356
1,1,1,1,1,1,0.814,0.800,32.577,36.317,0,935.882,932.143,935.882,-3.738
