w1,w2,w3,a1,a2,a3,p_prom,p_no_prom,size_prom,size_no_prom,best_action,value,q_value_prom,q_value_no_prom,q_value_diff
0,0,0,0,0,0,0.109,0.100,49.701,36.574,1,5474.060,5474.060,5451.278,22.782
0,0,0,0,0,1,0.076,0.075,35.718,32.539,1,5483.414,5483.414,5459.645,23.768
0,0,0,0,1,0,0.279,0.250,29.421,29.716,1,5483.755,5483.755,5460.834,22.921
0,0,0,0,1,1,0.235,0.200,23.727,22.144,1,5495.394,5495.394,5467.975,27.419
0,0,0,1,0,0,0.282,0.300,27.874,19.717,1,5477.856,5477.856,5455.397,22.459
0,0,0,1,0,1,0.238,0.225,38.157,35.858,1,5489.667,5489.667,5467.010,22.657
0,0,0,1,1,0,0.425,0.400,25.850,26.113,1,5487.836,5487.836,5465.613,22.223
0,0,0,1,1,1,0.504,0.450,25.444,19.414,1,5503.662,5503.662,5476.219,27.443
0,0,1,0,0,0,0.086,0.075,45.212,42.627,1,5497.314,5497.314,5463.270,34.044
0,0,1,0,0,1,0.058,0.050,38.316,38.591,1,5505.013,5505.013,5473.640,31.373
0,0,1,0,1,0,0.256,0.225,44.326,35.768,1,5510.302,5510.302,5478.882,31.420
0,0,1,0,1,1,0.184,0.175,30.370,28.196,1,5509.616,5509.616,5482.633,26.983
0,0,1,1,0,0,0.249,0.275,32.767,25.769,1,5502.545,5502.545,5468.197,34.348
0,0,1,1,0,1,0.212,0.200,38.051,41.910,1,5511.560,5511.560,5480.092,31.467
0,0,1,1,1,0,0.448,0.375,39.562,32.166,1,5518.511,5518.511,5482.874,35.637
0,0,1,1,1,1,0.494,0.425,33.392,25.466,1,5522.327,5522.327,5490.134,32.194
0,1,0,0,0,0,0.256,0.250,43.985,48.660,1,5487.119,5487.119,5469.682,17.437
0,1,0,0,0,1,0.255,0.225,41.673,44.625,1,5492.335,5492.335,5476.478,15.856
0,1,0,0,1,0,0.459,0.400,39.962,41.802,1,5499.207,5499.207,5473.001,26.206
0,1,0,0,1,1,0.404,0.350,34.769,34.230,1,5499.205,5499.205,5479.527,19.678
0,1,0,1,0,0,0.487,0.450,43.884,31.803,1,5498.360,5498.360,5473.108,25.252
0,1,0,1,0,1,0.355,0.375,46.275,47.944,1,5498.208,5498.208,5485.076,13.132
0,1,0,1,1,0,0.545,0.550,39.952,38.200,1,5504.091,5504.091,5479.039,25.051
0,1,0,1,1,1,0.613,0.600,40.515,31.500,1,5510.571,5510.571,5489.939,20.632
0,1,1,0,0,0,0.213,0.200,34.686,35.493,1,5522.520,5522.520,5469.583,52.936
0,1,1,0,0,1,0.197,0.175,33.040,31.457,1,5528.452,5528.452,5472.166,56.286
0,1,1,0,1,0,0.339,0.350,29.832,28.634,1,5532.164,5532.164,5473.670,58.494
0,1,1,0,1,1,0.278,0.300,26.250,21.062,1,5536.876,5536.876,5481.640,55.236
0,1,1,1,0,0,0.403,0.400,23.731,18.635,1,5526.133,5526.133,5470.313,55.820
0,1,1,1,0,1,0.313,0.325,47.022,34.776,1,5535.703,5535.703,5478.084,57.619
0,1,1,1,1,0,0.499,0.500,24.336,25.032,1,5532.645,5532.645,5477.457,55.189
0,1,1,1,1,1,0.549,0.550,24.655,18.332,1,5538.419,5538.419,5483.012,55.407
1,0,0,0,0,0,0.337,0.300,38.305,30.400,1,5483.333,5483.333,5458.602,24.731
1,0,0,0,0,1,0.255,0.275,35.973,26.365,1,5489.765,5489.765,5466.771,22.994
1,0,0,0,1,0,0.473,0.450,33.072,23.541,1,5492.913,5492.913,5466.349,26.564
1,0,0,0,1,1,0.378,0.400,18.447,15.969,1,5497.333,5497.333,5473.084,24.249
1,0,0,1,0,0,0.479,0.500,15.662,13.542,1,5479.009,5479.009,5458.115,20.895
1,0,0,1,0,1,0.388,0.425,26.401,29.684,1,5490.732,5490.732,5473.874,16.858
1,0,0,1,1,0,0.635,0.600,17.901,19.939,1,5490.107,5490.107,5469.481,20.626
1,0,0,1,1,1,0.674,0.650,18.801,13.239,1,5504.148,5504.148,5479.238,24.910
1,0,1,0,0,0,0.244,0.225,40.122,31.442,1,5504.160,5504.160,5467.926,36.234
1,0,1,0,0,1,0.194,0.200,28.765,27.406,1,5508.999,5508.999,5477.192,31.807
1,0,1,0,1,0,0.440,0.375,23.590,24.583,1,5511.057,5511.057,5480.030,31.027
1,0,1,0,1,1,0.345,0.325,20.101,17.011,1,5511.889,5511.889,5484.194,27.695
1,0,1,1,0,0,0.430,0.425,16.415,14.584,1,5502.493,5502.493,5468.087,34.406
1,0,1,1,0,1,0.397,0.350,38.761,30.725,1,5519.734,5519.734,5482.464,37.270
1,0,1,1,1,0,0.548,0.525,21.708,20.981,1,5513.612,5513.612,5481.804,31.808
1,0,1,1,1,1,0.581,0.575,17.260,14.281,1,5516.354,5516.354,5488.489,27.865
1,1,0,0,0,0,0.437,0.400,29.314,27.183,1,5489.558,5489.558,5469.350,20.208
1,1,0,0,0,1,0.385,0.375,24.974,23.148,1,5491.439,5491.439,5475.778,15.662
1,1,0,0,1,0,0.529,0.550,22.543,20.324,1,5493.991,5493.991,5469.208,24.783
