w1,w2,w3,a1,a2,a3,p_prom,p_no_prom,size_prom,size_no_prom,best_action,value,q_value_prom,q_value_no_prom,q_value_diff
0,0,0,0,0,0,0.109,0.100,49.701,36.574,1,5274.060,5274.060,5252.278,21.782
0,0,0,0,0,1,0.076,0.075,35.718,32.539,1,5283.414,5283.414,5260.645,22.768
0,0,0,0,1,0,0.279,0.250,29.421,29.716,1,5283.755,5283.755,5261.834,21.921
0,0,0,0,1,1,0.235,0.200,23.727,22.144,1,5295.394,5295.394,5268.975,26.419
0,0,0,1,0,0,0.282,0.300,27.874,19.717,1,5277.856,5277.856,5256.397,21.459
0,0,0,1,0,1,0.238,0.225,38.157,35.858,1,5289.667,5289.667,5268.010,21.657
0,0,0,1,1,0,0.425,0.400,25.850,26.113,1,5287.836,5287.836,5266.613,21.223
0,0,0,1,1,1,0.504,0.450,25.444,19.414,1,5303.662,5303.662,5277.219,26.443
0,0,1,0,0,0,0.086,0.075,45.212,42.627,1,5297.314,5297.314,5264.270,33.044
0,0,1,0,0,1,0.058,0.050,38.316,38.591,1,5305.013,5305.013,5274.640,30.373
0,0,1,0,1,0,0.256,0.225,44.326,35.768,1,5310.302,5310.302,5279.882,30.420
0,0,1,0,1,1,0.184,0.175,30.370,28.196,1,5309.616,5309.616,5283.633,25.983
0,0,1,1,0,0,0.249,0.275,32.767,25.769,1,5302.545,5302.545,5269.197,33.348
0,0,1,1,0,1,0.212,0.200,38.051,41.910,1,5311.560,5311.560,5281.092,30.467
0,0,1,1,1,0,0.448,0.375,39.562,32.166,1,5318.511,5318.511,5283.874,34.637
0,0,1,1,1,1,0.494,0.425,33.392,25.466,1,5322.327,5322.327,5291.134,31.194
0,1,0,0,0,0,0.256,0.250,43.985,48.660,1,5287.119,5287.119,5270.682,16.437
0,1,0,0,0,1,0.255,0.225,41.673,44.625,1,5292.335,5292.335,5277.478,14.856
0,1,0,0,1,0,0.459,0.400,39.962,41.802,1,5299.207,5299.207,5274.001,25.206
0,1,0,0,1,1,0.404,0.350,34.769,34.230,1,5299.205,5299.205,5280.527,18.678
0,1,0,1,0,0,0.487,0.450,43.884,31.803,1,5298.360,5298.360,5274.108,24.252
0,1,0,1,0,1,0.355,0.375,46.275,47.944,1,5298.208,5298.208,5286.076,12.132
0,1,0,1,1,0,0.545,0.550,39.952,38.200,1,5304.091,5304.091,5280.039,24.051
0,1,0,1,1,1,0.613,0.600,40.515,31.500,1,5310.571,5310.571,5290.939,19.632
0,1,1,0,0,0,0.213,0.200,34.686,35.493,1,5322.520,5322.520,5270.583,51.936
0,1,1,0,0,1,0.197,0.175,33.040,31.457,1,5328.452,5328.452,5273.166,55.286
0,1,1,0,1,0,0.339,0.350,29.832,28.634,1,5332.164,5332.164,5274.670,57.494
0,1,1,0,1,1,0.278,0.300,26.250,21.062,1,5336.876,5336.876,5282.640,54.236
0,1,1,1,0,0,0.403,0.400,23.731,18.635,1,5326.133,5326.133,5271.313,54.820
0,1,1,1,0,1,0.313,0.325,47.022,34.776,1,5335.703,5335.703,5279.084,56.619
0,1,1,1,1,0,0.499,0.500,24.336,25.032,1,5332.645,5332.645,5278.457,54.189
0,1,1,1,1,1,0.549,0.550,24.655,18.332,1,5338.419,5338.419,5284.012,54.407
1,0,0,0,0,0,0.337,0.300,38.305,30.400,1,5283.333,5283.333,5259.602,23.731
1,0,0,0,0,1,0.255,0.275,35.973,26.365,1,5289.765,5289.765,5267.771,21.994
1,0,0,0,1,0,0.473,0.450,33.072,23.541,1,5292.913,5292.913,5267.349,25.564
1,0,0,0,1,1,0.378,0.400,18.447,15.969,1,5297.333,5297.333,5274.084,23.249
1,0,0,1,0,0,0.479,0.500,15.662,13.542,1,5279.009,5279.009,5259.115,19.895
1,0,0,1,0,1,0.388,0.425,26.401,29.684,1,5290.732,5290.732,5274.874,15.858
1,0,0,1,1,0,0.635,0.600,17.901,19.939,1,5290.107,5290.107,5270.481,19.626
1,0,0,1,1,1,0.674,0.650,18.801,13.239,1,5304.148,5304.148,5280.238,23.910
1,0,1,0,0,0,0.244,0.225,40.122,31.442,1,5304.160,5304.160,5268.926,35.234
1,0,1,0,0,1,0.194,0.200,28.765,27.406,1,5308.999,5308.999,5278.192,30.807
1,0,1,0,1,0,0.440,0.375,23.590,24.583,1,5311.057,5311.057,5281.030,30.027
1,0,1,0,1,1,0.345,0.325,20.101,17.011,1,5311.889,5311.889,5285.194,26.695
1,0,1,1,0,0,0.430,0.425,16.415,14.584,1,5302.493,5302.493,5269.087,33.406
1,0,1,1,0,1,0.397,0.350,38.761,30.725,1,5319.734,5319.734,5283.464,36.270
1,0,1,1,1,0,0.548,0.525,21.708,20.981,1,5313.612,5313.612,5282.804,30.808
1,0,1,1,1,1,0.581,0.575,17.260,14.281,1,5316.354,5316.354,5289.489,26.865
1,1,0,0,0,0,0.437,0.400,29.314,27.183,1,5289.558,5289.558,5270.350,19.208
1,1,0,0,0,1,0.385,0.375,24.974,23.148,1,5291.439,5291.439,5276.778,14.662
1,1,0,0,1,0,0.529,0.550,22.543,20.324,1,5293.991,5293.991,5270.208,23.783
1,1,0,0,1,1,0.502,0.500,18.708,12.752,1,5294.796,5294.796,5277.018,17.778
1,1,0,1,0,0,0.648,0.600,15.923,10.325,1,5288.072,5288.072,5266.952,21.120
1,1,0,1,0,1,0.618,0.525,23.831,26.466,1,5296.734,5296.734,5282.652,14.082
1,1,0,1,1,0,0.793,0.700,24.156,16.722,1,5305.720,5305.720,5272.485,33.235
1,1,0,1,1,1,0.753,0.750,13.298,10.022,1,5296.104,5296.104,5281.651,14.453
1,1,1,0,0,0,0.525,0.450,49.029,53.477,1,5343.228,5343.228,5288.017,55.211
1,1,1,0,0,1,0.502,0.425,62.495,49.442,1,5350.822,5350.822,5288.875,61.948
1,1,1,0,1,0,0.710,0.600,49.151,46.619,1,5353.336,5353.336,5294.774,58.562
1,1,1,0,1,1,0.550,0.550,36.767,39.047,1,5345.088,5345.088,5295.405,49.683
1,1,1,1,0,0,0.756,0.650,47.477,36.620,1,5355.120,5355.120,5288.130,66.990
1,1,1,1,0,1,0.541,0.575,48.539,52.761,1,5345.369,5345.369,5298.319,47.050
1,1,1,1,1,0,0.892,0.750,53.265,43.017,1,5364.212,5364.212,5300.358,63.854
1,1,1,1,1,1,0.814,0.800,32.577,36.317,1,5346.807,5346.807,5300.591,46.216
