time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
73908;21735;18.83125;938.0;5;0;0 
95803;21879;21.953125;885.0;6;0;0 
100143;4339;23.5140625;264.0;7;0;0 
122000;21857;22.73359375;839.0;8;0;0 
127231;5231;23.123828125000003;264.0;9;0;0 
157297;30065;22.9287109375;826.0;10;0;0 
190038;32741;23.02626953125;826.0;11;0;0 
212180;22142;23.075048828125002;826.0;12;0;0 
218123;5942;23.099438476562504;274.0;13;0;0 
239610;21487;23.08724365234375;826.0;14;0;0 
261188;21561;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
21427;21427;0.1;1000.0;1;0;0 
24508;3080;50.05;0.0;2;0;0 
28337;3829;25.075;209.0;3;0;0 
50532;22195;12.5875;1000.0;4;0;0 
72850;22317;18.83125;938.0;5;0;0 
95271;22420;21.953125;885.0;6;0;0 
99550;4278;23.5140625;264.0;7;0;0 
121517;21967;22.73359375;839.0;8;0;0 
126652;5133;23.123828125000003;264.0;9;0;0 
148260;21608;22.9287109375;826.0;10;0;0 
169763;21503;23.02626953125;826.0;11;0;0 
191312;21548;23.075048828125002;826.0;12;0;0 
196454;5140;23.099438476562504;274.0;13;0;0 
216182;19728;23.08724365234375;826.0;14;0;0 
235491;19308;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19270;19270;0.1;1000.0;1;0;0 
21987;2717;50.05;0.0;2;0;0 
25391;3402;25.075;209.0;3;0;0 
44745;19353;12.5875;1000.0;4;0;0 
64277;19532;18.83125;938.0;5;0;0 
83819;19540;21.953125;885.0;6;0;0 
87731;3910;23.5140625;264.0;7;0;0 
107221;19489;22.73359375;839.0;8;0;0 
111832;4610;23.123828125000003;264.0;9;0;0 
131178;19344;22.9287109375;826.0;10;0;0 
150692;19514;23.02626953125;826.0;11;0;0 
170147;19454;23.075048828125002;826.0;12;0;0 
175133;4985;23.099438476562504;274.0;13;0;0 
194577;19444;23.08724365234375;826.0;14;0;0 
214011;19434;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19337;19337;0.1;1000.0;1;0;0 
21979;2642;50.05;0.0;2;0;0 
25372;3392;25.075;209.0;3;0;0 
44962;19589;12.5875;1000.0;4;0;0 
64417;19453;18.83125;938.0;5;0;0 
83789;19370;21.953125;885.0;6;0;0 
87658;3868;23.5140625;264.0;7;0;0 
107050;19391;22.73359375;839.0;8;0;0 
111664;4613;23.123828125000003;264.0;9;0;0 
131138;19474;22.9287109375;826.0;10;0;0 
150590;19451;23.02626953125;826.0;11;0;0 
169909;19318;23.075048828125002;826.0;12;0;0 
174907;4996;23.099438476562504;274.0;13;0;0 
194176;19269;23.08724365234375;826.0;14;0;0 
213531;19339;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19326;19326;0.1;1000.0;1;0;0 
22012;2686;50.05;0.0;2;0;0 
25415;3403;25.075;209.0;3;0;0 
44952;19537;12.5875;1000.0;4;0;0 
64302;19349;18.83125;938.0;5;0;0 
83614;19311;21.953125;885.0;6;0;0 
87509;3895;23.5140625;264.0;7;0;0 
122907;35397;22.73359375;839.0;8;0;0 
129436;6527;23.123828125000003;264.0;9;0;0 
148970;19533;22.9287109375;826.0;10;0;0 
168534;19564;23.02626953125;826.0;11;0;0 
187942;19407;23.075048828125002;826.0;12;0;0 
193012;5069;23.099438476562504;274.0;13;0;0 
212512;19500;23.08724365234375;826.0;14;0;0 
232034;19521;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19412;19412;0.1;1000.0;1;0;0 
22081;2668;50.05;0.0;2;0;0 
25548;3466;25.075;209.0;3;0;0 
44979;19430;12.5875;1000.0;4;0;0 
64561;19581;18.83125;938.0;5;0;0 
84016;19454;21.953125;885.0;6;0;0 
87847;3831;23.5140625;264.0;7;0;0 
107486;19638;22.73359375;839.0;8;0;0 
112188;4700;23.123828125000003;264.0;9;0;0 
131696;19508;22.9287109375;826.0;10;0;0 
151222;19526;23.02626953125;826.0;11;0;0 
170750;19527;23.075048828125002;826.0;12;0;0 
175807;5056;23.099438476562504;274.0;13;0;0 
195287;19479;23.08724365234375;826.0;14;0;0 
214784;19496;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19447;19447;0.1;1000.0;1;0;0 
22144;2696;50.05;0.0;2;0;0 
25575;3430;25.075;209.0;3;0;0 
45051;19475;12.5875;1000.0;4;0;0 
64475;19424;18.83125;938.0;5;0;0 
84079;19603;21.953125;885.0;6;0;0 
87951;3871;23.5140625;264.0;7;0;0 
107414;19462;22.73359375;839.0;8;0;0 
112149;4735;23.123828125000003;264.0;9;0;0 
131523;19373;22.9287109375;826.0;10;0;0 
151061;19537;23.02626953125;826.0;11;0;0 
170712;19651;23.075048828125002;826.0;12;0;0 
175724;5012;23.099438476562504;274.0;13;0;0 
195172;19447;23.08724365234375;826.0;14;0;0 
214616;19428;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19365;19365;0.1;1000.0;1;0;0 
22035;2670;50.05;0.0;2;0;0 
25431;3395;25.075;209.0;3;0;0 
44820;19387;12.5875;1000.0;4;0;0 
64150;19329;18.83125;938.0;5;0;0 
83657;19505;21.953125;885.0;6;0;0 
87483;3824;23.5140625;264.0;7;0;0 
106909;19426;22.73359375;839.0;8;0;0 
111587;4678;23.123828125000003;264.0;9;0;0 
131161;19573;22.9287109375;826.0;10;0;0 
150653;19491;23.02626953125;826.0;11;0;0 
169972;19319;23.075048828125002;826.0;12;0;0 
175012;5038;23.099438476562504;274.0;13;0;0 
194380;19367;23.08724365234375;826.0;14;0;0 
213853;19472;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19388;19388;0.1;1000.0;1;0;0 
22102;2714;50.05;0.0;2;0;0 
25528;3425;25.075;209.0;3;0;0 
45070;19541;12.5875;1000.0;4;0;0 
64393;19323;18.83125;938.0;5;0;0 
83799;19406;21.953125;885.0;6;0;0 
87650;3850;23.5140625;264.0;7;0;0 
107073;19423;22.73359375;839.0;8;0;0 
111677;4604;23.123828125000003;264.0;9;0;0 
136702;25023;22.9287109375;826.0;10;0;0 
165886;29182;23.02626953125;826.0;11;0;0 
185408;19521;23.075048828125002;826.0;12;0;0 
190364;4955;23.099438476562504;274.0;13;0;0 
209828;19463;23.08724365234375;826.0;14;0;0 
229509;19665;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19261;19260;0.1;1000.0;1;0;0 
21970;2709;50.05;0.0;2;0;0 
25393;3422;25.075;209.0;3;0;0 
44806;19413;12.5875;1000.0;4;0;0 
64203;19397;18.83125;938.0;5;0;0 
83578;19374;21.953125;885.0;6;0;0 
87413;3834;23.5140625;264.0;7;0;0 
106889;19476;22.73359375;839.0;8;0;0 
111570;4681;23.123828125000003;264.0;9;0;0 
131004;19432;22.9287109375;826.0;10;0;0 
150516;19511;23.02626953125;826.0;11;0;0 
169970;19453;23.075048828125002;826.0;12;0;0 
174912;4941;23.099438476562504;274.0;13;0;0 
194167;19255;23.08724365234375;826.0;14;0;0 
213593;19426;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19370;19370;0.1;1000.0;1;0;0 
22086;2716;50.05;0.0;2;0;0 
25461;3374;25.075;209.0;3;0;0 
45174;19712;12.5875;1000.0;4;0;0 
64493;19318;18.83125;938.0;5;0;0 
83794;19301;21.953125;885.0;6;0;0 
87605;3810;23.5140625;264.0;7;0;0 
107177;19571;22.73359375;839.0;8;0;0 
111781;4604;23.123828125000003;264.0;9;0;0 
131235;19452;22.9287109375;826.0;10;0;0 
150797;19560;23.02626953125;826.0;11;0;0 
170275;19478;23.075048828125002;826.0;12;0;0 
175313;5037;23.099438476562504;274.0;13;0;0 
194910;19595;23.08724365234375;826.0;14;0;0 
214244;19334;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19291;19291;0.1;1000.0;1;0;0 
21907;2616;50.05;0.0;2;0;0 
25395;3488;25.075;209.0;3;0;0 
44735;19338;12.5875;1000.0;4;0;0 
64109;19374;18.83125;938.0;5;0;0 
83559;19450;21.953125;885.0;6;0;0 
87445;3885;23.5140625;264.0;7;0;0 
106858;19413;22.73359375;839.0;8;0;0 
111509;4650;23.123828125000003;264.0;9;0;0 
130862;19352;22.9287109375;826.0;10;0;0 
150343;19481;23.02626953125;826.0;11;0;0 
169918;19574;23.075048828125002;826.0;12;0;0 
174900;4981;23.099438476562504;274.0;13;0;0 
194289;19388;23.08724365234375;826.0;14;0;0 
213690;19400;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19279;19279;0.1;1000.0;1;0;0 
21943;2664;50.05;0.0;2;0;0 
25344;3400;25.075;209.0;3;0;0 
44887;19542;12.5875;1000.0;4;0;0 
64264;19376;18.83125;938.0;5;0;0 
83453;19188;21.953125;885.0;6;0;0 
87312;3859;23.5140625;264.0;7;0;0 
106754;19441;22.73359375;839.0;8;0;0 
111360;4605;23.123828125000003;264.0;9;0;0 
130863;19502;22.9287109375;826.0;10;0;0 
150435;19571;23.02626953125;826.0;11;0;0 
188534;38099;23.075048828125002;826.0;12;0;0 
193549;5013;23.099438476562504;274.0;13;0;0 
213236;19686;23.08724365234375;826.0;14;0;0 
233437;20201;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
20150;20150;0.1;1000.0;1;0;0 
22824;2673;50.05;0.0;2;0;0 
26243;3417;25.075;209.0;3;0;0 
45916;19672;12.5875;1000.0;4;0;0 
65394;19478;18.83125;938.0;5;0;0 
85036;19642;21.953125;885.0;6;0;0 
88864;3827;23.5140625;264.0;7;0;0 
108451;19587;22.73359375;839.0;8;0;0 
113105;4653;23.123828125000003;264.0;9;0;0 
132667;19562;22.9287109375;826.0;10;0;0 
152233;19565;23.02626953125;826.0;11;0;0 
171674;19439;23.075048828125002;826.0;12;0;0 
176733;5057;23.099438476562504;274.0;13;0;0 
196213;19478;23.08724365234375;826.0;14;0;0 
215779;19566;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19524;19524;0.1;1000.0;1;0;0 
22263;2738;50.05;0.0;2;0;0 
25666;3401;25.075;209.0;3;0;0 
45310;19643;12.5875;1000.0;4;0;0 
64914;19604;18.83125;938.0;5;0;0 
84472;19557;21.953125;885.0;6;0;0 
88315;3842;23.5140625;264.0;7;0;0 
107895;19580;22.73359375;839.0;8;0;0 
112567;4671;23.123828125000003;264.0;9;0;0 
132279;19712;22.9287109375;826.0;10;0;0 
151843;19563;23.02626953125;826.0;11;0;0 
171416;19573;23.075048828125002;826.0;12;0;0 
176435;5018;23.099438476562504;274.0;13;0;0 
195905;19469;23.08724365234375;826.0;14;0;0 
215311;19406;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19699;19699;0.1;1000.0;1;0;0 
22365;2665;50.05;0.0;2;0;0 
25812;3447;25.075;209.0;3;0;0 
45477;19664;12.5875;1000.0;4;0;0 
65061;19583;18.83125;938.0;5;0;0 
84635;19574;21.953125;885.0;6;0;0 
88520;3884;23.5140625;264.0;7;0;0 
107923;19401;22.73359375;839.0;8;0;0 
112622;4699;23.123828125000003;264.0;9;0;0 
132178;19555;22.9287109375;826.0;10;0;0 
151694;19516;23.02626953125;826.0;11;0;0 
171261;19566;23.075048828125002;826.0;12;0;0 
176372;5110;23.099438476562504;274.0;13;0;0 
195751;19377;23.08724365234375;826.0;14;0;0 
215253;19501;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19451;19451;0.1;1000.0;1;0;0 
22084;2632;50.05;0.0;2;0;0 
25509;3423;25.075;209.0;3;0;0 
45053;19543;12.5875;1000.0;4;0;0 
65208;20154;18.83125;938.0;5;0;0 
85092;19883;21.953125;885.0;6;0;0 
88935;3842;23.5140625;264.0;7;0;0 
108311;19376;22.73359375;839.0;8;0;0 
112878;4565;23.123828125000003;264.0;9;0;0 
132357;19479;22.9287109375;826.0;10;0;0 
151672;19313;23.02626953125;826.0;11;0;0 
189247;37574;23.075048828125002;826.0;12;0;0 
194542;5294;23.099438476562504;274.0;13;0;0 
214833;20290;23.08724365234375;826.0;14;0;0 
235095;20262;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19970;19970;0.1;1000.0;1;0;0 
22682;2712;50.05;0.0;2;0;0 
26163;3480;25.075;209.0;3;0;0 
45545;19382;12.5875;1000.0;4;0;0 
65193;19646;18.83125;938.0;5;0;0 
84766;19572;21.953125;885.0;6;0;0 
88532;3766;23.5140625;264.0;7;0;0 
108133;19600;22.73359375;839.0;8;0;0 
112722;4587;23.123828125000003;264.0;9;0;0 
132246;19524;22.9287109375;826.0;10;0;0 
151653;19405;23.02626953125;826.0;11;0;0 
171138;19485;23.075048828125002;826.0;12;0;0 
176092;4953;23.099438476562504;274.0;13;0;0 
195665;19572;23.08724365234375;826.0;14;0;0 
215024;19358;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19475;19475;0.1;1000.0;1;0;0 
22119;2644;50.05;0.0;2;0;0 
25518;3397;25.075;209.0;3;0;0 
45041;19523;12.5875;1000.0;4;0;0 
64484;19442;18.83125;938.0;5;0;0 
83931;19447;21.953125;885.0;6;0;0 
87769;3838;23.5140625;264.0;7;0;0 
107375;19605;22.73359375;839.0;8;0;0 
111980;4589;23.123828125000003;264.0;9;0;0 
131533;19552;22.9287109375;826.0;10;0;0 
151082;19548;23.02626953125;826.0;11;0;0 
170667;19585;23.075048828125002;826.0;12;0;0 
175690;5022;23.099438476562504;274.0;13;0;0 
195061;19370;23.08724365234375;826.0;14;0;0 
214444;19382;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19450;19450;0.1;1000.0;1;0;0 
22071;2620;50.05;0.0;2;0;0 
25542;3471;25.075;209.0;3;0;0 
44991;19447;12.5875;1000.0;4;0;0 
64450;19457;18.83125;938.0;5;0;0 
83999;19548;21.953125;885.0;6;0;0 
88134;4135;23.5140625;264.0;7;0;0 
107826;19690;22.73359375;839.0;8;0;0 
112403;4577;23.123828125000003;264.0;9;0;0 
131940;19536;22.9287109375;826.0;10;0;0 
151519;19579;23.02626953125;826.0;11;0;0 
170916;19396;23.075048828125002;826.0;12;0;0 
175941;5024;23.099438476562504;274.0;13;0;0 
195415;19473;23.08724365234375;826.0;14;0;0 
214821;19406;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19244;19244;0.1;1000.0;1;0;0 
21966;2722;50.05;0.0;2;0;0 
25368;3401;25.075;209.0;3;0;0 
44974;19605;12.5875;1000.0;4;0;0 
64377;19402;18.83125;938.0;5;0;0 
83886;19508;21.953125;885.0;6;0;0 
87809;3923;23.5140625;264.0;7;0;0 
107331;19521;22.73359375;839.0;8;0;0 
111996;4665;23.123828125000003;264.0;9;0;0 
131525;19529;22.9287109375;826.0;10;0;0 
150972;19446;23.02626953125;826.0;11;0;0 
170490;19517;23.075048828125002;826.0;12;0;0 
180105;9613;23.099438476562504;274.0;13;0;0 
213223;33118;23.08724365234375;826.0;14;0;0 
233673;20449;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
20319;20319;0.1;1000.0;1;0;0 
23062;2742;50.05;0.0;2;0;0 
26529;3466;25.075;209.0;3;0;0 
46324;19794;12.5875;1000.0;4;0;0 
65872;19548;18.83125;938.0;5;0;0 
85487;19613;21.953125;885.0;6;0;0 
89343;3855;23.5140625;264.0;7;0;0 
108858;19514;22.73359375;839.0;8;0;0 
113545;4687;23.123828125000003;264.0;9;0;0 
133016;19470;22.9287109375;826.0;10;0;0 
152591;19573;23.02626953125;826.0;11;0;0 
172374;19781;23.075048828125002;826.0;12;0;0 
177403;5029;23.099438476562504;274.0;13;0;0 
197005;19600;23.08724365234375;826.0;14;0;0 
216486;19481;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19537;19537;0.1;1000.0;1;0;0 
22227;2689;50.05;0.0;2;0;0 
25724;3496;25.075;209.0;3;0;0 
45464;19740;12.5875;1000.0;4;0;0 
64914;19449;18.83125;938.0;5;0;0 
84354;19440;21.953125;885.0;6;0;0 
88281;3926;23.5140625;264.0;7;0;0 
107832;19551;22.73359375;839.0;8;0;0 
112479;4646;23.123828125000003;264.0;9;0;0 
132613;20134;22.9287109375;826.0;10;0;0 
152516;19902;23.02626953125;826.0;11;0;0 
171925;19409;23.075048828125002;826.0;12;0;0 
176983;5057;23.099438476562504;274.0;13;0;0 
196433;19450;23.08724365234375;826.0;14;0;0 
215798;19365;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19556;19556;0.1;1000.0;1;0;0 
22206;2649;50.05;0.0;2;0;0 
25575;3368;25.075;209.0;3;0;0 
45097;19521;12.5875;1000.0;4;0;0 
64605;19506;18.83125;938.0;5;0;0 
83995;19389;21.953125;885.0;6;0;0 
87834;3837;23.5140625;264.0;7;0;0 
107843;20008;22.73359375;839.0;8;0;0 
112517;4673;23.123828125000003;264.0;9;0;0 
132039;19521;22.9287109375;826.0;10;0;0 
151378;19339;23.02626953125;826.0;11;0;0 
170669;19290;23.075048828125002;826.0;12;0;0 
175664;4994;23.099438476562504;274.0;13;0;0 
195195;19530;23.08724365234375;826.0;14;0;0 
214674;19478;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19340;19340;0.1;1000.0;1;0;0 
22037;2695;50.05;0.0;2;0;0 
25452;3415;25.075;209.0;3;0;0 
45017;19564;12.5875;1000.0;4;0;0 
64413;19394;18.83125;938.0;5;0;0 
83928;19514;21.953125;885.0;6;0;0 
87768;3840;23.5140625;264.0;7;0;0 
107263;19493;22.73359375;839.0;8;0;0 
111874;4611;23.123828125000003;264.0;9;0;0 
131309;19418;22.9287109375;826.0;10;0;0 
150781;19472;23.02626953125;826.0;11;0;0 
170259;19478;23.075048828125002;826.0;12;0;0 
175287;5026;23.099438476562504;274.0;13;0;0 
198663;23374;23.08724365234375;826.0;14;0;0 
231194;32529;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
20343;20343;0.1;1000.0;1;0;0 
23230;2887;50.05;0.0;2;0;0 
26921;3690;25.075;209.0;3;0;0 
47091;20169;12.5875;1000.0;4;0;0 
66463;19371;18.83125;938.0;5;0;0 
85790;19326;21.953125;885.0;6;0;0 
89668;3877;23.5140625;264.0;7;0;0 
108911;19242;22.73359375;839.0;8;0;0 
113578;4667;23.123828125000003;264.0;9;0;0 
132971;19392;22.9287109375;826.0;10;0;0 
152316;19344;23.02626953125;826.0;11;0;0 
171781;19449;23.075048828125002;826.0;12;0;0 
176786;5004;23.099438476562504;274.0;13;0;0 
196316;19529;23.08724365234375;826.0;14;0;0 
215712;19396;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19559;19559;0.1;1000.0;1;0;0 
22193;2634;50.05;0.0;2;0;0 
25614;3421;25.075;209.0;3;0;0 
45072;19456;12.5875;1000.0;4;0;0 
64550;19477;18.83125;938.0;5;0;0 
84021;19470;21.953125;885.0;6;0;0 
87863;3842;23.5140625;264.0;7;0;0 
107289;19424;22.73359375;839.0;8;0;0 
111869;4580;23.123828125000003;264.0;9;0;0 
131285;19415;22.9287109375;826.0;10;0;0 
150614;19329;23.02626953125;826.0;11;0;0 
169956;19340;23.075048828125002;826.0;12;0;0 
174953;4996;23.099438476562504;274.0;13;0;0 
194362;19408;23.08724365234375;826.0;14;0;0 
213749;19386;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19466;19466;0.1;1000.0;1;0;0 
22162;2680;50.05;0.0;2;0;0 
25632;3469;25.075;209.0;3;0;0 
44988;19354;12.5875;1000.0;4;0;0 
64314;19325;18.83125;938.0;5;0;0 
84223;19909;21.953125;885.0;6;0;0 
88313;4089;23.5140625;264.0;7;0;0 
107842;19528;22.73359375;839.0;8;0;0 
112537;4692;23.123828125000003;264.0;9;0;0 
131844;19306;22.9287109375;826.0;10;0;0 
151152;19307;23.02626953125;826.0;11;0;0 
170543;19391;23.075048828125002;826.0;12;0;0 
175596;5052;23.099438476562504;274.0;13;0;0 
194988;19391;23.08724365234375;826.0;14;0;0 
214541;19553;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19374;19374;0.1;1000.0;1;0;0 
22073;2699;50.05;0.0;2;0;0 
25496;3422;25.075;209.0;3;0;0 
45334;19822;12.5875;1000.0;4;0;0 
64856;19520;18.83125;938.0;5;0;0 
84172;19314;21.953125;885.0;6;0;0 
88007;3833;23.5140625;264.0;7;0;0 
107441;19433;22.73359375;839.0;8;0;0 
112055;4613;23.123828125000003;264.0;9;0;0 
131436;19380;22.9287109375;826.0;10;0;0 
150766;19330;23.02626953125;826.0;11;0;0 
170128;19360;23.075048828125002;826.0;12;0;0 
175154;5026;23.099438476562504;274.0;13;0;0 
194581;19427;23.08724365234375;826.0;14;0;0 
232784;38202;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
20382;20382;0.1;1000.0;1;0;0 
23242;2859;50.05;0.0;2;0;0 
27055;3813;25.075;209.0;3;0;0 
47399;20343;12.5875;1000.0;4;0;0 
67080;19680;18.83125;938.0;5;0;0 
86770;19689;21.953125;885.0;6;0;0 
90677;3907;23.5140625;264.0;7;0;0 
110157;19478;22.73359375;839.0;8;0;0 
114823;4665;23.123828125000003;264.0;9;0;0 
134440;19615;22.9287109375;826.0;10;0;0 
153976;19535;23.02626953125;826.0;11;0;0 
173577;19601;23.075048828125002;826.0;12;0;0 
178568;4991;23.099438476562504;274.0;13;0;0 
198052;19483;23.08724365234375;826.0;14;0;0 
217521;19468;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19474;19474;0.1;1000.0;1;0;0 
22094;2619;50.05;0.0;2;0;0 
25539;3444;25.075;209.0;3;0;0 
45073;19533;12.5875;1000.0;4;0;0 
64634;19561;18.83125;938.0;5;0;0 
84043;19408;21.953125;885.0;6;0;0 
87904;3861;23.5140625;264.0;7;0;0 
107372;19466;22.73359375;839.0;8;0;0 
112059;4687;23.123828125000003;264.0;9;0;0 
131530;19471;22.9287109375;826.0;10;0;0 
150907;19376;23.02626953125;826.0;11;0;0 
170368;19461;23.075048828125002;826.0;12;0;0 
175434;5065;23.099438476562504;274.0;13;0;0 
194887;19453;23.08724365234375;826.0;14;0;0 
214436;19548;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19438;19438;0.1;1000.0;1;0;0 
22169;2729;50.05;0.0;2;0;0 
25592;3422;25.075;209.0;3;0;0 
45082;19489;12.5875;1000.0;4;0;0 
64384;19301;18.83125;938.0;5;0;0 
83778;19393;21.953125;885.0;6;0;0 
87590;3811;23.5140625;264.0;7;0;0 
106935;19344;22.73359375;839.0;8;0;0 
111525;4589;23.123828125000003;264.0;9;0;0 
130894;19368;22.9287109375;826.0;10;0;0 
150363;19468;23.02626953125;826.0;11;0;0 
169794;19429;23.075048828125002;826.0;12;0;0 
174792;4998;23.099438476562504;274.0;13;0;0 
194168;19374;23.08724365234375;826.0;14;0;0 
213469;19300;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19275;19275;0.1;1000.0;1;0;0 
21977;2701;50.05;0.0;2;0;0 
25431;3452;25.075;209.0;3;0;0 
44875;19443;12.5875;1000.0;4;0;0 
64378;19502;18.83125;938.0;5;0;0 
83748;19370;21.953125;885.0;6;0;0 
87626;3877;23.5140625;264.0;7;0;0 
107047;19419;22.73359375;839.0;8;0;0 
111652;4605;23.123828125000003;264.0;9;0;0 
131044;19391;22.9287109375;826.0;10;0;0 
150441;19397;23.02626953125;826.0;11;0;0 
169802;19361;23.075048828125002;826.0;12;0;0 
174832;5029;23.099438476562504;274.0;13;0;0 
194230;19397;23.08724365234375;826.0;14;0;0 
213619;19389;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
35587;35587;0.1;1000.0;1;0;0 
38382;2794;50.05;0.0;2;0;0 
41955;3572;25.075;209.0;3;0;0 
62377;20422;12.5875;1000.0;4;0;0 
82602;20224;18.83125;938.0;5;0;0 
102558;19956;21.953125;885.0;6;0;0 
106544;3986;23.5140625;264.0;7;0;0 
125763;19203;22.73359375;839.0;8;0;0 
130337;4573;23.123828125000003;264.0;9;0;0 
149714;19376;22.9287109375;826.0;10;0;0 
168912;19198;23.02626953125;826.0;11;0;0 
188274;19361;23.075048828125002;826.0;12;0;0 
193438;5162;23.099438476562504;274.0;13;0;0 
212819;19379;23.08724365234375;826.0;14;0;0 
232256;19436;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19335;19335;0.1;1000.0;1;0;0 
22016;2680;50.05;0.0;2;0;0 
25380;3364;25.075;209.0;3;0;0 
44882;19502;12.5875;1000.0;4;0;0 
64223;19340;18.83125;938.0;5;0;0 
83632;19407;21.953125;885.0;6;0;0 
87485;3853;23.5140625;264.0;7;0;0 
106804;19317;22.73359375;839.0;8;0;0 
111382;4577;23.123828125000003;264.0;9;0;0 
130904;19522;22.9287109375;826.0;10;0;0 
150139;19235;23.02626953125;826.0;11;0;0 
169483;19343;23.075048828125002;826.0;12;0;0 
174440;4956;23.099438476562504;274.0;13;0;0 
193925;19484;23.08724365234375;826.0;14;0;0 
213301;19375;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19296;19296;0.1;1000.0;1;0;0 
21939;2643;50.05;0.0;2;0;0 
25376;3436;25.075;209.0;3;0;0 
44930;19554;12.5875;1000.0;4;0;0 
64423;19492;18.83125;938.0;5;0;0 
83855;19431;21.953125;885.0;6;0;0 
87809;3954;23.5140625;264.0;7;0;0 
107127;19317;22.73359375;839.0;8;0;0 
111745;4617;23.123828125000003;264.0;9;0;0 
131164;19418;22.9287109375;826.0;10;0;0 
150518;19353;23.02626953125;826.0;11;0;0 
169828;19310;23.075048828125002;826.0;12;0;0 
174807;4963;23.099438476562504;274.0;13;0;0 
194278;19470;23.08724365234375;826.0;14;0;0 
213736;19458;23.093341064453128;826.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
19297;19297;0.1;1000.0;1;0;0 
21915;2618;50.05;0.0;2;0;0 
25327;3411;25.075;209.0;3;0;0 
44845;19517;12.5875;1000.0;4;0;0 
64086;19241;18.83125;938.0;5;0;0 
83453;19367;21.953125;885.0;6;0;0 
87256;3802;23.5140625;264.0;7;0;0 
106611;19355;22.73359375;839.0;8;0;0 
111172;4558;23.123828125000003;264.0;9;0;0 
130820;19648;22.9287109375;826.0;10;0;0 
150144;19323;23.02626953125;826.0;11;0;0 
169449;19303;23.075048828125002;826.0;12;0;0 
174418;4968;23.099438476562504;274.0;13;0;0 
193853;19434;23.08724365234375;826.0;14;0;0 
213337;19483;23.093341064453128;826.0;15;0;0 
