time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
87574;39985;18.83125;927.0;5;0;0 
108123;20548;21.953125;866.0;6;0;0 
112185;4062;23.5140625;281.0;7;0;0 
132824;20638;22.73359375;814.0;8;0;0 
137717;4893;23.123828125000003;281.0;9;0;0 
158299;20581;22.9287109375;801.0;10;0;0 
178757;20457;23.02626953125;801.0;11;0;0 
199299;20541;23.075048828125002;801.0;12;0;0 
204553;5254;23.099438476562504;297.0;13;0;0 
227720;23166;23.08724365234375;801.0;14;0;0 
250163;22442;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
26711;26711;0.1;1000.0;1;0;0 
29548;2836;50.05;0.0;2;0;0 
33438;3889;25.075;224.0;3;0;0 
53816;20376;12.5875;1000.0;4;0;0 
74282;20465;18.83125;927.0;5;0;0 
94745;20461;21.953125;866.0;6;0;0 
98992;4246;23.5140625;281.0;7;0;0 
119634;20640;22.73359375;814.0;8;0;0 
124537;4902;23.123828125000003;281.0;9;0;0 
144865;20327;22.9287109375;801.0;10;0;0 
165496;20631;23.02626953125;801.0;11;0;0 
185975;20478;23.075048828125002;801.0;12;0;0 
191348;5373;23.099438476562504;297.0;13;0;0 
211896;20547;23.08724365234375;801.0;14;0;0 
232418;20520;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
20294;20294;0.1;1000.0;1;0;0 
23246;2950;50.05;0.0;2;0;0 
26989;3742;25.075;224.0;3;0;0 
55036;28044;12.5875;1000.0;4;0;0 
92893;37857;18.83125;927.0;5;0;0 
130053;37159;21.953125;866.0;6;0;0 
137583;7530;23.5140625;281.0;7;0;0 
173815;36232;22.73359375;814.0;8;0;0 
182610;8792;23.123828125000003;281.0;9;0;0 
219529;36919;22.9287109375;801.0;10;0;0 
255192;35663;23.02626953125;801.0;11;0;0 
291393;36200;23.075048828125002;801.0;12;0;0 
300680;9286;23.099438476562504;297.0;13;0;0 
338308;37628;23.08724365234375;801.0;14;0;0 
376034;37726;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
37894;37894;0.1;1000.0;1;0;0 
43032;5138;50.05;0.0;2;0;0 
49979;6946;25.075;224.0;3;0;0 
87649;37670;12.5875;1000.0;4;0;0 
138149;50500;18.83125;927.0;5;0;0 
174937;36787;21.953125;866.0;6;0;0 
181806;6869;23.5140625;281.0;7;0;0 
219402;37595;22.73359375;814.0;8;0;0 
228288;8886;23.123828125000003;281.0;9;0;0 
265916;37628;22.9287109375;801.0;10;0;0 
302531;36615;23.02626953125;801.0;11;0;0 
339979;37447;23.075048828125002;801.0;12;0;0 
349595;9615;23.099438476562504;297.0;13;0;0 
387491;37896;23.08724365234375;801.0;14;0;0 
426936;39444;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
36143;36143;0.1;1000.0;1;0;0 
41392;5248;50.05;0.0;2;0;0 
47947;6554;25.075;224.0;3;0;0 
85136;37188;12.5875;1000.0;4;0;0 
122087;36951;18.83125;927.0;5;0;0 
159290;37203;21.953125;866.0;6;0;0 
166884;7585;23.5140625;281.0;7;0;0 
204720;37836;22.73359375;814.0;8;0;0 
213460;8740;23.123828125000003;281.0;9;0;0 
250422;36961;22.9287109375;801.0;10;0;0 
287694;37271;23.02626953125;801.0;11;0;0 
324671;36961;23.075048828125002;801.0;12;0;0 
334135;9463;23.099438476562504;297.0;13;0;0 
372318;38182;23.08724365234375;801.0;14;0;0 
410273;37955;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
36315;36315;0.1;1000.0;1;0;0 
41427;5111;50.05;0.0;2;0;0 
47775;6348;25.075;224.0;3;0;0 
84111;36320;12.5875;1000.0;4;0;0 
120651;36536;18.83125;927.0;5;0;0 
157228;36577;21.953125;866.0;6;0;0 
164584;7340;23.5140625;281.0;7;0;0 
213267;48682;22.73359375;814.0;8;0;0 
221959;8676;23.123828125000003;281.0;9;0;0 
259177;37217;22.9287109375;801.0;10;0;0 
295693;36516;23.02626953125;801.0;11;0;0 
332840;37146;23.075048828125002;801.0;12;0;0 
342346;9506;23.099438476562504;297.0;13;0;0 
379732;37386;23.08724365234375;801.0;14;0;0 
416462;36729;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
36902;36902;0.1;1000.0;1;0;0 
41875;4972;50.05;0.0;2;0;0 
48430;6555;25.075;224.0;3;0;0 
85389;36959;12.5875;1000.0;4;0;0 
122200;36811;18.83125;927.0;5;0;0 
158894;36693;21.953125;866.0;6;0;0 
166348;7453;23.5140625;281.0;7;0;0 
203833;37484;22.73359375;814.0;8;0;0 
212599;8766;23.123828125000003;281.0;9;0;0 
250327;37727;22.9287109375;801.0;10;0;0 
285379;35052;23.02626953125;801.0;11;0;0 
315441;30062;23.075048828125002;801.0;12;0;0 
323263;7805;23.099438476562504;297.0;13;0;0 
354523;31260;23.08724365234375;801.0;14;0;0 
384654;30130;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
29697;29697;0.1;1000.0;1;0;0 
33969;4272;50.05;0.0;2;0;0 
39417;5447;25.075;224.0;3;0;0 
69383;29966;12.5875;1000.0;4;0;0 
99838;30455;18.83125;927.0;5;0;0 
129652;29813;21.953125;866.0;6;0;0 
135373;5720;23.5140625;281.0;7;0;0 
165542;30169;22.73359375;814.0;8;0;0 
172625;7082;23.123828125000003;281.0;9;0;0 
202728;30103;22.9287109375;801.0;10;0;0 
232604;29876;23.02626953125;801.0;11;0;0 
263021;30416;23.075048828125002;801.0;12;0;0 
275968;12947;23.099438476562504;297.0;13;0;0 
314386;38418;23.08724365234375;801.0;14;0;0 
344573;30186;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
30696;30696;0.1;1000.0;1;0;0 
34717;4020;50.05;0.0;2;0;0 
40199;5482;25.075;224.0;3;0;0 
71316;31117;12.5875;1000.0;4;0;0 
101870;30553;18.83125;927.0;5;0;0 
133337;31467;21.953125;866.0;6;0;0 
139263;5926;23.5140625;281.0;7;0;0 
169963;30699;22.73359375;814.0;8;0;0 
177065;7102;23.123828125000003;281.0;9;0;0 
207396;30331;22.9287109375;801.0;10;0;0 
238042;30645;23.02626953125;801.0;11;0;0 
267773;29731;23.075048828125002;801.0;12;0;0 
275145;7372;23.099438476562504;297.0;13;0;0 
304362;29217;23.08724365234375;801.0;14;0;0 
334972;30609;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
29875;29875;0.1;1000.0;1;0;0 
34020;4144;50.05;0.0;2;0;0 
39360;5340;25.075;224.0;3;0;0 
69213;29853;12.5875;1000.0;4;0;0 
99833;30620;18.83125;927.0;5;0;0 
129668;29819;21.953125;866.0;6;0;0 
135717;6048;23.5140625;281.0;7;0;0 
165797;30079;22.73359375;814.0;8;0;0 
173026;7229;23.123828125000003;281.0;9;0;0 
202959;29932;22.9287109375;801.0;10;0;0 
233546;30586;23.02626953125;801.0;11;0;0 
262565;29019;23.075048828125002;801.0;12;0;0 
269861;7296;23.099438476562504;297.0;13;0;0 
299242;29380;23.08724365234375;801.0;14;0;0 
329446;30204;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
29516;29516;0.1;1000.0;1;0;0 
33650;4134;50.05;0.0;2;0;0 
38742;5091;25.075;224.0;3;0;0 
68747;30005;12.5875;1000.0;4;0;0 
98228;29480;18.83125;927.0;5;0;0 
128771;30543;21.953125;866.0;6;0;0 
134598;5826;23.5140625;281.0;7;0;0 
178850;44252;22.73359375;814.0;8;0;0 
185841;6990;23.123828125000003;281.0;9;0;0 
216454;30612;22.9287109375;801.0;10;0;0 
246432;29978;23.02626953125;801.0;11;0;0 
277682;31250;23.075048828125002;801.0;12;0;0 
285252;7569;23.099438476562504;297.0;13;0;0 
315600;30348;23.08724365234375;801.0;14;0;0 
346015;30414;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
29624;29624;0.1;1000.0;1;0;0 
33695;4070;50.05;0.0;2;0;0 
38722;5027;25.075;224.0;3;0;0 
67857;29134;12.5875;1000.0;4;0;0 
96668;28811;18.83125;927.0;5;0;0 
125688;29019;21.953125;866.0;6;0;0 
130974;5286;23.5140625;281.0;7;0;0 
160466;29491;22.73359375;814.0;8;0;0 
167459;6992;23.123828125000003;281.0;9;0;0 
197510;30050;22.9287109375;801.0;10;0;0 
226430;28920;23.02626953125;801.0;11;0;0 
255899;29468;23.075048828125002;801.0;12;0;0 
263740;7841;23.099438476562504;297.0;13;0;0 
293618;29877;23.08724365234375;801.0;14;0;0 
323793;30175;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
30045;30045;0.1;1000.0;1;0;0 
34427;4382;50.05;0.0;2;0;0 
39989;5562;25.075;224.0;3;0;0 
70395;30406;12.5875;1000.0;4;0;0 
99697;29302;18.83125;927.0;5;0;0 
130260;30562;21.953125;866.0;6;0;0 
136193;5933;23.5140625;281.0;7;0;0 
166605;30412;22.73359375;814.0;8;0;0 
173891;7285;23.123828125000003;281.0;9;0;0 
204500;30608;22.9287109375;801.0;10;0;0 
234451;29950;23.02626953125;801.0;11;0;0 
264052;29600;23.075048828125002;801.0;12;0;0 
271869;7817;23.099438476562504;297.0;13;0;0 
290467;18598;23.08724365234375;801.0;14;0;0 
309126;18658;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
18751;18750;0.1;1000.0;1;0;0 
21387;2634;50.05;0.0;2;0;0 
24702;3314;25.075;224.0;3;0;0 
48483;23780;12.5875;1000.0;4;0;0 
79053;30568;18.83125;927.0;5;0;0 
98420;19365;21.953125;866.0;6;0;0 
102227;3806;23.5140625;281.0;7;0;0 
121430;19202;22.73359375;814.0;8;0;0 
125977;4546;23.123828125000003;281.0;9;0;0 
145207;19229;22.9287109375;801.0;10;0;0 
164429;19220;23.02626953125;801.0;11;0;0 
183738;19308;23.075048828125002;801.0;12;0;0 
188649;4909;23.099438476562504;297.0;13;0;0 
208056;19406;23.08724365234375;801.0;14;0;0 
227360;19302;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
20649;20649;0.1;1000.0;1;0;0 
23524;2874;50.05;0.0;2;0;0 
27377;3853;25.075;224.0;3;0;0 
48011;20633;12.5875;1000.0;4;0;0 
68596;20584;18.83125;927.0;5;0;0 
89096;20499;21.953125;866.0;6;0;0 
93344;4247;23.5140625;281.0;7;0;0 
114023;20678;22.73359375;814.0;8;0;0 
119063;5039;23.123828125000003;281.0;9;0;0 
140539;21475;22.9287109375;801.0;10;0;0 
162368;21828;23.02626953125;801.0;11;0;0 
183048;20679;23.075048828125002;801.0;12;0;0 
188533;5484;23.099438476562504;297.0;13;0;0 
209151;20616;23.08724365234375;801.0;14;0;0 
229756;20605;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
20448;20448;0.1;1000.0;1;0;0 
23416;2968;50.05;0.0;2;0;0 
27173;3755;25.075;224.0;3;0;0 
47639;20465;12.5875;1000.0;4;0;0 
68067;20427;18.83125;927.0;5;0;0 
88585;20517;21.953125;866.0;6;0;0 
92635;4049;23.5140625;281.0;7;0;0 
113265;20630;22.73359375;814.0;8;0;0 
118148;4882;23.123828125000003;281.0;9;0;0 
138627;20479;22.9287109375;801.0;10;0;0 
159043;20415;23.02626953125;801.0;11;0;0 
179654;20610;23.075048828125002;801.0;12;0;0 
184916;5261;23.099438476562504;297.0;13;0;0 
205493;20575;23.08724365234375;801.0;14;0;0 
226092;20597;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
20527;20527;0.1;1000.0;1;0;0 
23328;2799;50.05;0.0;2;0;0 
27161;3832;25.075;224.0;3;0;0 
47706;20543;12.5875;1000.0;4;0;0 
68288;20581;18.83125;927.0;5;0;0 
88833;20544;21.953125;866.0;6;0;0 
93061;4226;23.5140625;281.0;7;0;0 
113420;20357;22.73359375;814.0;8;0;0 
118577;5156;23.123828125000003;281.0;9;0;0 
139094;20515;22.9287109375;801.0;10;0;0 
159678;20583;23.02626953125;801.0;11;0;0 
180110;20431;23.075048828125002;801.0;12;0;0 
185635;5523;23.099438476562504;297.0;13;0;0 
206445;20808;23.08724365234375;801.0;14;0;0 
227042;20597;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
20592;20592;0.1;1000.0;1;0;0 
23523;2930;50.05;0.0;2;0;0 
28155;4630;25.075;224.0;3;0;0 
71864;43708;12.5875;1000.0;4;0;0 
107628;35762;18.83125;927.0;5;0;0 
139480;31851;21.953125;866.0;6;0;0 
146093;6613;23.5140625;281.0;7;0;0 
176253;30158;22.73359375;814.0;8;0;0 
183755;7501;23.123828125000003;281.0;9;0;0 
214201;30443;22.9287109375;801.0;10;0;0 
246928;32725;23.02626953125;801.0;11;0;0 
278778;31850;23.075048828125002;801.0;12;0;0 
287108;8329;23.099438476562504;297.0;13;0;0 
317491;30382;23.08724365234375;801.0;14;0;0 
346976;29484;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
27330;27330;0.1;1000.0;1;0;0 
31543;4212;50.05;0.0;2;0;0 
36972;5428;25.075;224.0;3;0;0 
66026;29053;12.5875;1000.0;4;0;0 
97390;31361;18.83125;927.0;5;0;0 
129303;31897;21.953125;866.0;6;0;0 
135359;6053;23.5140625;281.0;7;0;0 
164654;29294;22.73359375;814.0;8;0;0 
171774;7120;23.123828125000003;281.0;9;0;0 
201063;29288;22.9287109375;801.0;10;0;0 
229605;28542;23.02626953125;801.0;11;0;0 
257893;28287;23.075048828125002;801.0;12;0;0 
264888;6979;23.099438476562504;297.0;13;0;0 
293567;28679;23.08724365234375;801.0;14;0;0 
320807;27238;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
28262;28262;0.1;1000.0;1;0;0 
32500;4236;50.05;0.0;2;0;0 
37660;5158;25.075;224.0;3;0;0 
65163;27501;12.5875;1000.0;4;0;0 
93865;28687;18.83125;927.0;5;0;0 
122280;28413;21.953125;866.0;6;0;0 
128034;5754;23.5140625;281.0;7;0;0 
157121;29086;22.73359375;814.0;8;0;0 
166201;9078;23.123828125000003;281.0;9;0;0 
195339;29136;22.9287109375;801.0;10;0;0 
223924;28584;23.02626953125;801.0;11;0;0 
251691;27766;23.075048828125002;801.0;12;0;0 
259008;7316;23.099438476562504;297.0;13;0;0 
301154;42146;23.08724365234375;801.0;14;0;0 
329044;27889;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
28460;28460;0.1;1000.0;1;0;0 
32283;3821;50.05;0.0;2;0;0 
37098;4815;25.075;224.0;3;0;0 
65309;28198;12.5875;1000.0;4;0;0 
93146;27836;18.83125;927.0;5;0;0 
120948;27802;21.953125;866.0;6;0;0 
127076;6127;23.5140625;281.0;7;0;0 
155484;28408;22.73359375;814.0;8;0;0 
161840;6355;23.123828125000003;281.0;9;0;0 
190591;28751;22.9287109375;801.0;10;0;0 
218589;27996;23.02626953125;801.0;11;0;0 
246293;27704;23.075048828125002;801.0;12;0;0 
253743;7448;23.099438476562504;297.0;13;0;0 
281191;27447;23.08724365234375;801.0;14;0;0 
309748;28557;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
28363;28363;0.1;1000.0;1;0;0 
32057;3694;50.05;0.0;2;0;0 
36821;4764;25.075;224.0;3;0;0 
65285;28463;12.5875;1000.0;4;0;0 
93234;27948;18.83125;927.0;5;0;0 
121267;28032;21.953125;866.0;6;0;0 
126878;5610;23.5140625;281.0;7;0;0 
154936;28056;22.73359375;814.0;8;0;0 
161465;6528;23.123828125000003;281.0;9;0;0 
190435;28970;22.9287109375;801.0;10;0;0 
218043;27607;23.02626953125;801.0;11;0;0 
246100;28056;23.075048828125002;801.0;12;0;0 
253469;7368;23.099438476562504;297.0;13;0;0 
282470;28999;23.08724365234375;801.0;14;0;0 
311920;29450;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
27746;27746;0.1;1000.0;1;0;0 
31490;3743;50.05;0.0;2;0;0 
36535;5045;25.075;224.0;3;0;0 
66632;30096;12.5875;1000.0;4;0;0 
98702;32069;18.83125;927.0;5;0;0 
131604;32901;21.953125;866.0;6;0;0 
138272;6667;23.5140625;281.0;7;0;0 
171718;33445;22.73359375;814.0;8;0;0 
180293;8574;23.123828125000003;281.0;9;0;0 
216061;35767;22.9287109375;801.0;10;0;0 
261695;45633;23.02626953125;801.0;11;0;0 
294924;33228;23.075048828125002;801.0;12;0;0 
304114;9190;23.099438476562504;297.0;13;0;0 
338764;34649;23.08724365234375;801.0;14;0;0 
373354;34590;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
33850;33850;0.1;1000.0;1;0;0 
38280;4430;50.05;0.0;2;0;0 
44267;5986;25.075;224.0;3;0;0 
78244;33977;12.5875;1000.0;4;0;0 
111397;33152;18.83125;927.0;5;0;0 
146117;34718;21.953125;866.0;6;0;0 
152578;6461;23.5140625;281.0;7;0;0 
187562;34983;22.73359375;814.0;8;0;0 
195763;8198;23.123828125000003;281.0;9;0;0 
229472;33708;22.9287109375;801.0;10;0;0 
264975;35503;23.02626953125;801.0;11;0;0 
298652;33661;23.075048828125002;801.0;12;0;0 
307499;8844;23.099438476562504;297.0;13;0;0 
341924;34425;23.08724365234375;801.0;14;0;0 
376585;34660;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
34962;34962;0.1;1000.0;1;0;0 
39682;4718;50.05;0.0;2;0;0 
45666;5983;25.075;224.0;3;0;0 
78957;33290;12.5875;1000.0;4;0;0 
112714;33756;18.83125;927.0;5;0;0 
148061;35346;21.953125;866.0;6;0;0 
154854;6792;23.5140625;281.0;7;0;0 
188058;33202;22.73359375;814.0;8;0;0 
196423;8364;23.123828125000003;281.0;9;0;0 
232511;36086;22.9287109375;801.0;10;0;0 
267425;34914;23.02626953125;801.0;11;0;0 
302637;35211;23.075048828125002;801.0;12;0;0 
311431;8793;23.099438476562504;297.0;13;0;0 
355577;44145;23.08724365234375;801.0;14;0;0 
388102;32525;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
33218;33216;0.1;1000.0;1;0;0 
37474;4256;50.05;0.0;2;0;0 
43568;6093;25.075;224.0;3;0;0 
79643;36075;12.5875;1000.0;4;0;0 
112194;32551;18.83125;927.0;5;0;0 
146787;34591;21.953125;866.0;6;0;0 
153531;6744;23.5140625;281.0;7;0;0 
189252;35720;22.73359375;814.0;8;0;0 
197602;8349;23.123828125000003;281.0;9;0;0 
231322;33720;22.9287109375;801.0;10;0;0 
266067;34743;23.02626953125;801.0;11;0;0 
299090;33023;23.075048828125002;801.0;12;0;0 
308744;9653;23.099438476562504;297.0;13;0;0 
343476;34731;23.08724365234375;801.0;14;0;0 
377927;34451;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
32659;32658;0.1;1000.0;1;0;0 
37525;4866;50.05;0.0;2;0;0 
43913;6386;25.075;224.0;3;0;0 
79013;35098;12.5875;1000.0;4;0;0 
113867;34854;18.83125;927.0;5;0;0 
149301;35432;21.953125;866.0;6;0;0 
156446;7144;23.5140625;281.0;7;0;0 
191700;35249;22.73359375;814.0;8;0;0 
199087;7371;23.123828125000003;281.0;9;0;0 
233980;34892;22.9287109375;801.0;10;0;0 
268329;34348;23.02626953125;801.0;11;0;0 
301900;33571;23.075048828125002;801.0;12;0;0 
311029;9126;23.099438476562504;297.0;13;0;0 
345091;34061;23.08724365234375;801.0;14;0;0 
379320;34227;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
33415;33415;0.1;1000.0;1;0;0 
38111;4694;50.05;0.0;2;0;0 
44190;6077;25.075;224.0;3;0;0 
78496;34305;12.5875;1000.0;4;0;0 
124438;45942;18.83125;927.0;5;0;0 
159163;34724;21.953125;866.0;6;0;0 
166239;7076;23.5140625;281.0;7;0;0 
199310;33067;22.73359375;814.0;8;0;0 
207062;7752;23.123828125000003;281.0;9;0;0 
242213;35149;22.9287109375;801.0;10;0;0 
275961;33747;23.02626953125;801.0;11;0;0 
310545;34583;23.075048828125002;801.0;12;0;0 
318885;8340;23.099438476562504;297.0;13;0;0 
355451;36565;23.08724365234375;801.0;14;0;0 
391638;36183;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
34464;34463;0.1;1000.0;1;0;0 
38960;4495;50.05;0.0;2;0;0 
44838;5877;25.075;224.0;3;0;0 
78611;33772;12.5875;1000.0;4;0;0 
113392;34779;18.83125;927.0;5;0;0 
148077;34685;21.953125;866.0;6;0;0 
154591;6512;23.5140625;281.0;7;0;0 
188794;34203;22.73359375;814.0;8;0;0 
196716;7921;23.123828125000003;281.0;9;0;0 
230758;34042;22.9287109375;801.0;10;0;0 
265245;34486;23.02626953125;801.0;11;0;0 
298080;32835;23.075048828125002;801.0;12;0;0 
306648;8567;23.099438476562504;297.0;13;0;0 
341325;34675;23.08724365234375;801.0;14;0;0 
375292;33967;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
33707;33707;0.1;1000.0;1;0;0 
38217;4510;50.05;0.0;2;0;0 
43909;5691;25.075;224.0;3;0;0 
78922;35012;12.5875;1000.0;4;0;0 
113069;34142;18.83125;927.0;5;0;0 
147542;34473;21.953125;866.0;6;0;0 
154483;6941;23.5140625;281.0;7;0;0 
188755;34271;22.73359375;814.0;8;0;0 
196928;8171;23.123828125000003;281.0;9;0;0 
244803;47874;22.9287109375;801.0;10;0;0 
279297;34493;23.02626953125;801.0;11;0;0 
314641;35343;23.075048828125002;801.0;12;0;0 
324035;9394;23.099438476562504;297.0;13;0;0 
359189;35154;23.08724365234375;801.0;14;0;0 
394671;35481;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
34139;34139;0.1;1000.0;1;0;0 
39121;4980;50.05;0.0;2;0;0 
45163;6040;25.075;224.0;3;0;0 
79243;34079;12.5875;1000.0;4;0;0 
114129;34885;18.83125;927.0;5;0;0 
148583;34450;21.953125;866.0;6;0;0 
155798;7214;23.5140625;281.0;7;0;0 
188912;33112;22.73359375;814.0;8;0;0 
196085;7173;23.123828125000003;281.0;9;0;0 
224100;28013;22.9287109375;801.0;10;0;0 
250253;26153;23.02626953125;801.0;11;0;0 
277080;26826;23.075048828125002;801.0;12;0;0 
283799;6718;23.099438476562504;297.0;13;0;0 
308988;25188;23.08724365234375;801.0;14;0;0 
335221;26233;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
25834;25834;0.1;1000.0;1;0;0 
29357;3522;50.05;0.0;2;0;0 
33915;4558;25.075;224.0;3;0;0 
60495;26579;12.5875;1000.0;4;0;0 
86325;25830;18.83125;927.0;5;0;0 
112152;25826;21.953125;866.0;6;0;0 
117295;5143;23.5140625;281.0;7;0;0 
143071;25772;22.73359375;814.0;8;0;0 
148970;5899;23.123828125000003;281.0;9;0;0 
175113;26142;22.9287109375;801.0;10;0;0 
200821;25707;23.02626953125;801.0;11;0;0 
226334;25513;23.075048828125002;801.0;12;0;0 
233315;6981;23.099438476562504;297.0;13;0;0 
259140;25823;23.08724365234375;801.0;14;0;0 
284477;25335;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
26004;26004;0.1;1000.0;1;0;0 
29529;3525;50.05;0.0;2;0;0 
34120;4590;25.075;224.0;3;0;0 
59316;25191;12.5875;1000.0;4;0;0 
85997;26665;18.83125;927.0;5;0;0 
116693;30696;21.953125;866.0;6;0;0 
129566;12872;23.5140625;281.0;7;0;0 
155377;25811;22.73359375;814.0;8;0;0 
161779;6401;23.123828125000003;281.0;9;0;0 
187073;25294;22.9287109375;801.0;10;0;0 
213501;26428;23.02626953125;801.0;11;0;0 
238769;25264;23.075048828125002;801.0;12;0;0 
245199;6429;23.099438476562504;297.0;13;0;0 
271775;26576;23.08724365234375;801.0;14;0;0 
297055;25279;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
25929;25929;0.1;1000.0;1;0;0 
29552;3622;50.05;0.0;2;0;0 
33956;4400;25.075;224.0;3;0;0 
59391;25434;12.5875;1000.0;4;0;0 
84950;25559;18.83125;927.0;5;0;0 
110729;25779;21.953125;866.0;6;0;0 
115775;5046;23.5140625;281.0;7;0;0 
141544;25768;22.73359375;814.0;8;0;0 
148591;7046;23.123828125000003;281.0;9;0;0 
177893;29301;22.9287109375;801.0;10;0;0 
204092;26198;23.02626953125;801.0;11;0;0 
233269;29176;23.075048828125002;801.0;12;0;0 
240469;7200;23.099438476562504;297.0;13;0;0 
267323;26853;23.08724365234375;801.0;14;0;0 
296138;28813;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
25686;25686;0.1;1000.0;1;0;0 
29939;4252;50.05;0.0;2;0;0 
35022;5082;25.075;224.0;3;0;0 
63718;28695;12.5875;1000.0;4;0;0 
89890;26172;18.83125;927.0;5;0;0 
124968;35077;21.953125;866.0;6;0;0 
130158;5189;23.5140625;281.0;7;0;0 
157587;27427;22.73359375;814.0;8;0;0 
165647;8059;23.123828125000003;281.0;9;0;0 
197316;31667;22.9287109375;801.0;10;0;0 
225715;28385;23.02626953125;801.0;11;0;0 
254478;28762;23.075048828125002;801.0;12;0;0 
260579;6100;23.099438476562504;297.0;13;0;0 
289363;28784;23.08724365234375;801.0;14;0;0 
317076;27712;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
27612;27612;0.1;1000.0;1;0;0 
31723;4110;50.05;0.0;2;0;0 
37333;5609;25.075;224.0;3;0;0 
63363;26029;12.5875;1000.0;4;0;0 
90898;27535;18.83125;927.0;5;0;0 
132850;41950;21.953125;866.0;6;0;0 
138473;5623;23.5140625;281.0;7;0;0 
163381;24906;22.73359375;814.0;8;0;0 
169097;5715;23.123828125000003;281.0;9;0;0 
193130;24033;22.9287109375;801.0;10;0;0 
218961;25830;23.02626953125;801.0;11;0;0 
243411;24448;23.075048828125002;801.0;12;0;0 
249667;6256;23.099438476562504;297.0;13;0;0 
275741;26074;23.08724365234375;801.0;14;0;0 
299954;24212;23.093341064453128;801.0;15;0;0 
time_ms;diff_ms;c;cust_count;iteration;min_c;max_c
24739;24739;0.1;1000.0;1;0;0 
28020;3281;50.05;0.0;2;0;0 
32278;4257;25.075;224.0;3;0;0 
56819;24540;12.5875;1000.0;4;0;0 
84395;27575;18.83125;927.0;5;0;0 
110472;26075;21.953125;866.0;6;0;0 
115631;5158;23.5140625;281.0;7;0;0 
141029;25383;22.73359375;814.0;8;0;0 
146741;5710;23.123828125000003;281.0;9;0;0 
171022;24278;22.9287109375;801.0;10;0;0 
196652;25629;23.02626953125;801.0;11;0;0 
220980;24326;23.075048828125002;801.0;12;0;0 
227143;6163;23.099438476562504;297.0;13;0;0 
252433;25290;23.08724365234375;801.0;14;0;0 
276835;24400;23.093341064453128;801.0;15;0;0 
